term,recent_n,prior_n,share_prior_pct,share_recent_pct,growth_x,score
atherosclerosis-prone,52,0,0.0,0.029,286.3,40.79
mrna lipid,124,4,0.002,0.068,38.6,40.69
contribution alzheimer,51,0,0.0,0.028,280.8,40.26
contribution alzheimer disease,51,0,0.0,0.028,280.8,40.26
glucose co-transporter,51,0,0.0,0.028,280.8,40.26
glucose co-transporter inhibitor,51,0,0.0,0.028,280.8,40.26
sodium glucose co-transporter,51,0,0.0,0.028,280.8,40.26
co-transporter inhibitor,51,0,0.0,0.028,280.8,40.26
non-invasive brain stimulation,176,11,0.005,0.097,20.7,40.18
severe disability,98,2,0.001,0.054,57.8,40.16
structural determinants,1318,579,0.241,0.723,3.0,39.9
social service,50,0,0.0,0.027,275.4,39.73
resistant enterobacterales,50,0,0.0,0.027,275.4,39.73
mid-pregnancy,50,0,0.0,0.027,275.4,39.73
insulin tolerance test,50,0,0.0,0.027,275.4,39.73
vascular contribution,50,0,0.0,0.027,275.4,39.73
intelligence,4898,3672,1.528,2.688,1.8,39.52
transcriptomic profiling,1081,430,0.179,0.593,3.3,39.39
adolescent mental,237,24,0.01,0.13,12.9,39.37
blood meal,108,3,0.001,0.059,44.0,39.33
racial population,2160,1225,0.51,1.185,2.3,39.21
women clinical trial,49,0,0.0,0.027,269.9,39.19
women clinical,49,0,0.0,0.027,269.9,39.19
carbapenem-resistant acinetobacter,49,0,0.0,0.027,269.9,39.19
mountain west,49,0,0.0,0.027,269.9,39.19
follow imaging,49,0,0.0,0.027,269.9,39.19
medical claims,49,0,0.0,0.027,269.9,39.19
anti-aging intervention,49,0,0.0,0.027,269.9,39.19
vascular contribution alzheimer,49,0,0.0,0.027,269.9,39.19
generative,439,90,0.037,0.241,6.4,38.95
heart defect,207,18,0.007,0.114,15.0,38.94
pathologies,434,89,0.037,0.238,6.4,38.72
exclusion,3687,2571,1.07,2.023,1.9,38.69
marketing,3714,2596,1.08,2.038,1.9,38.68
large-scale imaging,77,1,0.0,0.042,82.1,38.68
service provider,48,0,0.0,0.026,264.4,38.64
social service provider,48,0,0.0,0.026,264.4,38.64
knowledge network,48,0,0.0,0.026,264.4,38.64
sexual reduction,48,0,0.0,0.026,264.4,38.64
carbapenem resistant enterobacterales,48,0,0.0,0.026,264.4,38.64
digital literacy,48,0,0.0,0.026,264.4,38.64
prostate imaging,48,0,0.0,0.026,264.4,38.64
determinants,6711,5527,2.3,3.682,1.6,38.56
months,1309,600,0.25,0.718,2.9,38.22
central,7555,6426,2.674,4.146,1.6,38.11
cell-associated neurotoxicity,47,0,0.0,0.026,258.9,38.09
cell-associated neurotoxicity syndrome,47,0,0.0,0.026,258.9,38.09
neurotoxicity syndrome,47,0,0.0,0.026,258.9,38.09
immune effector cell-associated,47,0,0.0,0.026,258.9,38.09
effector cell-associated,47,0,0.0,0.026,258.9,38.09
effector cell-associated neurotoxicity,47,0,0.0,0.026,258.9,38.09
cell-associated,47,0,0.0,0.026,258.9,38.09
responsible artificial intelligence,47,0,0.0,0.026,258.9,38.09
responsible artificial,47,0,0.0,0.026,258.9,38.09
long-term abstinence,47,0,0.0,0.026,258.9,38.09
app-delivered,47,0,0.0,0.026,258.9,38.09
database expansion,47,0,0.0,0.026,258.9,38.09
nanopore sequencing,176,13,0.005,0.097,17.5,38.01
non-invasive brain,176,13,0.005,0.097,17.5,38.01
drivers aging,113,4,0.002,0.062,35.2,37.85
neural,17942,17857,7.43,9.845,1.3,37.69
care utilization,256,32,0.013,0.14,10.5,37.59
pediatrician scientist,46,0,0.0,0.025,253.4,37.54
marrow allograft,46,0,0.0,0.025,253.4,37.54
bone marrow allograft,46,0,0.0,0.025,253.4,37.54
clinical geneticist,46,0,0.0,0.025,253.4,37.54
geneticist,46,0,0.0,0.025,253.4,37.54
institution,21057,21497,8.945,11.554,1.3,37.14
posttranscriptional,1353,650,0.27,0.742,2.7,37.13
transformer,88,2,0.001,0.048,51.9,37.05
approval,615,182,0.076,0.337,4.5,37.03
epithelium,9386,8448,3.515,5.15,1.5,37.0
pandemic disruption,45,0,0.0,0.025,247.9,36.98
food frequency,45,0,0.0,0.025,247.9,36.98
food frequency questionnaire,45,0,0.0,0.025,247.9,36.98
frequency questionnaire,45,0,0.0,0.025,247.9,36.98
nutritional biomarkers,45,0,0.0,0.025,247.9,36.98
hybridization capture,45,0,0.0,0.025,247.9,36.98
skin stem cell,45,0,0.0,0.025,247.9,36.98
energy-dense food,45,0,0.0,0.025,247.9,36.98
energy-dense,45,0,0.0,0.025,247.9,36.98
longevity intervention,45,0,0.0,0.025,247.9,36.98
healthspan intervention,45,0,0.0,0.025,247.9,36.98
variable,633,192,0.08,0.347,4.3,36.95
cerebrovascular reactivity,147,9,0.004,0.081,21.0,36.92
debilitating,364,70,0.029,0.2,6.8,36.68
long-term recovery,139,8,0.003,0.076,22.3,36.59
home monitoring,98,3,0.001,0.054,40.0,36.51
hairpin delivery,44,0,0.0,0.024,242.4,36.42
short hairpin delivery,44,0,0.0,0.024,242.4,36.42
short hairpin,44,0,0.0,0.024,242.4,36.42
cerebral visual impairment,44,0,0.0,0.024,242.4,36.42
cerebral visual,44,0,0.0,0.024,242.4,36.42
smart device,44,0,0.0,0.024,242.4,36.42
tribally participatory,44,0,0.0,0.024,242.4,36.42
cardiac stem,44,0,0.0,0.024,242.4,36.42
cardiac stem cell,44,0,0.0,0.024,242.4,36.42
future antibiotics,44,0,0.0,0.024,242.4,36.42
multiple exposures,44,0,0.0,0.024,242.4,36.42
determination,4875,3825,1.592,2.675,1.7,36.25
meter,1710,939,0.391,0.938,2.4,36.22
cell reprogramming,661,213,0.089,0.363,4.1,36.21
visualization,8230,7294,3.035,4.516,1.5,36.05
american tribe,43,0,0.0,0.024,236.9,35.86
native american tribe,43,0,0.0,0.024,236.9,35.86
fluid clearance,43,0,0.0,0.024,236.9,35.86
cerebrospinal fluid clearance,43,0,0.0,0.024,236.9,35.86
perspective taking,43,0,0.0,0.024,236.9,35.86
high-fat sugar,43,0,0.0,0.024,236.9,35.86
high-fat sugar diet,43,0,0.0,0.024,236.9,35.86
sugar diet,43,0,0.0,0.024,236.9,35.86
cortical progenitors,43,0,0.0,0.024,236.9,35.86
time event,43,0,0.0,0.024,236.9,35.86
disparities women,114,5,0.002,0.063,28.7,35.85
receptor-interacting,147,10,0.004,0.081,19.0,35.67
african women,158,12,0.005,0.087,17.0,35.64
targets,1631,890,0.37,0.895,2.4,35.63
spatiotemporal,6419,5428,2.259,3.522,1.6,35.6
esr1 gene,548,158,0.066,0.301,4.6,35.56
sexual reproductive,223,27,0.011,0.122,10.8,35.54
reward dysfunction,42,0,0.0,0.023,231.5,35.28
value-based care,42,0,0.0,0.023,231.5,35.28
bone stem cell,42,0,0.0,0.023,231.5,35.28
labor market,42,0,0.0,0.023,231.5,35.28
generalizability,171,15,0.006,0.094,14.8,35.25
esr1,549,161,0.067,0.301,4.5,35.2
single,12061,11565,4.812,6.618,1.4,34.99
autosome,1325,671,0.279,0.727,2.6,34.83
single cell,5827,4872,2.027,3.197,1.6,34.78
derived stem cells,41,0,0.0,0.022,226.0,34.71
hospital complications,41,0,0.0,0.022,226.0,34.71
odor discrimination,41,0,0.0,0.022,226.0,34.71
reproductive tract infection,41,0,0.0,0.022,226.0,34.71
bacterial natural,41,0,0.0,0.022,226.0,34.71
bacterial natural products,41,0,0.0,0.022,226.0,34.71
rodent imaging,41,0,0.0,0.022,226.0,34.71
insurance program,41,0,0.0,0.022,226.0,34.71
invaded,4452,3493,1.453,2.443,1.7,34.64
periodicals,1111,518,0.216,0.61,2.8,34.64
social network intervention,66,1,0.0,0.036,70.4,34.56
rural care,80,2,0.001,0.044,47.2,34.47
community engaged,2031,1249,0.52,1.114,2.1,34.37
continuous,1349,699,0.291,0.74,2.5,34.3
engagement,8793,8053,3.351,4.825,1.4,34.18
quantification aging,40,0,0.0,0.022,220.5,34.13
geroscientist,40,0,0.0,0.022,220.5,34.13
engaged,2076,1295,0.539,1.139,2.1,34.1
wearable device,1578,888,0.37,0.866,2.3,33.82
geroprotector,78,2,0.001,0.043,46.0,33.82
classification,7760,6990,2.909,4.258,1.5,33.57
glucagon like,97,4,0.002,0.053,30.2,33.57
late,2721,1890,0.786,1.493,1.9,33.44
digital equity,63,1,0.0,0.035,67.2,33.39
ventral visual,111,6,0.002,0.061,23.5,33.26
mitigation,1420,775,0.322,0.779,2.4,33.24
microbiome therapeutics,248,40,0.017,0.136,8.1,33.01
covid-19 incidence,62,1,0.0,0.034,66.1,33.0
vestibular dysfunction,154,14,0.006,0.085,14.3,32.99
dryness,1284,675,0.281,0.705,2.5,32.95
superresolution microscopy,890,389,0.162,0.488,3.0,32.93
cancer survivorship care,116,7,0.003,0.064,21.2,32.87
medication opioid,586,199,0.083,0.322,3.9,32.82
medication opioid disorder,586,199,0.083,0.322,3.9,32.82
particle vaccine,127,9,0.004,0.07,18.2,32.67
divide,108,6,0.002,0.059,22.9,32.52
platform,6906,6164,2.565,3.789,1.5,32.43
community,20354,21400,8.905,11.169,1.3,32.32
anti-sense,100,5,0.002,0.055,25.2,32.27
permissiveness,1226,644,0.268,0.673,2.5,32.22
digital phenotyping,220,33,0.014,0.121,8.7,32.15
difficulty,405,108,0.045,0.222,4.9,32.13
shapes,13357,13349,5.555,7.329,1.3,32.04
equity diversity,1136,579,0.241,0.623,2.6,32.03
community care,444,128,0.053,0.244,4.6,32.01
promote resilience,847,374,0.156,0.465,3.0,31.83
equity diversity inclusion,1128,577,0.24,0.619,2.6,31.8
vaccine immunogenicity,607,221,0.092,0.333,3.6,31.69
decline,3093,2308,0.96,1.697,1.8,31.66
black race,4067,3276,1.363,2.232,1.6,31.43
heterozygote,1879,1202,0.5,1.031,2.1,31.35
ldlr gene,121,9,0.004,0.066,17.3,31.35
maps,19556,20610,8.576,10.731,1.3,31.34
midlife women,158,17,0.007,0.087,12.1,31.34
light exposure,162,18,0.007,0.089,11.7,31.33
screening uptake,136,12,0.005,0.075,14.7,31.32
clonal hematopoiesis,441,131,0.055,0.242,4.4,31.27
community engagement,6329,5639,2.346,3.473,1.5,31.19
signal induction,1168,623,0.259,0.641,2.5,30.93
bloodstream infection,240,43,0.018,0.132,7.3,30.85
muscle repair,118,9,0.004,0.065,16.9,30.69
transcriptomic,1237,684,0.285,0.679,2.4,30.56
bioinformatics core,735,314,0.131,0.403,3.1,30.54
pik3cg,1111,586,0.244,0.61,2.5,30.53
pik3cg gene,1111,586,0.244,0.61,2.5,30.53
asian women,106,7,0.003,0.058,19.3,30.5
machine learning,11210,11093,4.616,6.151,1.3,30.4
coherence tomography angiography,111,8,0.003,0.061,17.8,30.33
care,39309,44503,18.518,21.57,1.2,30.24
resolution mass spectrometry,67,2,0.001,0.037,39.5,30.1
youtube,98,6,0.002,0.054,20.7,30.02
integration,8213,7779,3.237,4.507,1.4,29.99
creativeness,1687,1072,0.446,0.926,2.1,29.98
assessment,14849,15320,6.375,8.148,1.3,29.9
rhesus macaques,213,36,0.015,0.117,7.8,29.9
gene editing,752,334,0.139,0.413,3.0,29.83
machine,11430,11406,4.746,6.272,1.3,29.8
resilience factor,619,247,0.103,0.34,3.3,29.72
electronics,2569,1886,0.785,1.41,1.8,29.68
black,6331,5753,2.394,3.474,1.5,29.63
clinical training,952,481,0.2,0.522,2.6,29.59
aged rats,113,9,0.004,0.062,16.2,29.57
american community,140,15,0.006,0.077,12.1,29.53
multiple,11497,11522,4.794,6.309,1.3,29.43
vestibular function,179,26,0.011,0.098,9.0,29.4
promotion,4526,3864,1.608,2.483,1.5,29.25
marginalization,794,371,0.154,0.436,2.8,29.22
product discovery,150,18,0.007,0.082,10.9,29.21
natural product discovery,150,18,0.007,0.082,10.9,29.21
fabrication,909,456,0.19,0.499,2.6,29.13
regenerative healing,81,4,0.002,0.044,25.2,29.06
derived stem,180,27,0.011,0.099,8.7,29.06
induced senescence,64,2,0.001,0.035,37.8,29.05
european ancestry,678,293,0.122,0.372,3.0,29.03
continuous glucose monitor,522,193,0.08,0.286,3.6,29.03
ultra resolution,1217,699,0.291,0.668,2.3,28.99
just-in-time adaptive intervention,120,11,0.005,0.066,14.1,28.99
endowment,999,527,0.219,0.548,2.5,28.95
life,57755,67520,28.096,31.691,1.1,28.94
mosaic,773,360,0.15,0.424,2.8,28.93
poly adp-ribose polymerase,698,308,0.128,0.383,3.0,28.91
adp-ribose polymerase,698,308,0.128,0.383,3.0,28.91
resident commensals,172,25,0.01,0.094,9.0,28.81
adp-ribose polymerase inhibitor,696,308,0.128,0.382,3.0,28.79
west african,136,15,0.006,0.075,11.8,28.77
collaboration,2699,2051,0.853,1.481,1.7,28.63
proteinopathy,238,49,0.02,0.131,6.4,28.59
superresolution imaging,568,226,0.094,0.312,3.3,28.54
immunologic stimulation,608,252,0.105,0.334,3.2,28.52
anti-pd1 antibodies,859,429,0.179,0.471,2.6,28.45
implementation hybrid,416,136,0.057,0.228,4.0,28.42
effectiveness implementation hybrid,416,136,0.057,0.228,4.0,28.42
cell secretion,1105,620,0.258,0.606,2.3,28.4
dispensing,130,14,0.006,0.071,12.1,28.38
ultra,1251,742,0.309,0.686,2.2,28.25
trophoblasts,102,8,0.003,0.056,16.4,28.22
assembloids,78,4,0.002,0.043,24.3,28.18
social determinants,3832,3214,1.337,2.103,1.6,28.01
polygenic scores,266,63,0.026,0.146,5.6,27.95
continuous glucose,524,204,0.085,0.288,3.4,27.91
deceased donor,139,17,0.007,0.076,10.6,27.88
promote,1925,1346,0.56,1.056,1.9,27.83
peptide-1,114,11,0.005,0.063,13.4,27.71
asymptomatic infection,83,5,0.002,0.046,20.9,27.71
exposure science,89,6,0.002,0.049,18.8,27.7
culturally,476,177,0.074,0.261,3.5,27.6
impacts,1129,656,0.273,0.62,2.3,27.53
cell senescence,282,72,0.03,0.155,5.2,27.53
synergism,8369,8172,3.4,4.592,1.4,27.49
basal stem,82,5,0.002,0.045,20.7,27.43
just-in-time,205,40,0.017,0.112,6.7,27.29
il17 gene,928,501,0.208,0.509,2.4,27.2
statistics core,285,75,0.031,0.156,5.0,27.16
graduate school,966,533,0.222,0.53,2.4,27.07
dimension,521,210,0.087,0.286,3.3,27.04
parenting,491,191,0.079,0.269,3.4,27.03
alzheimer disease dementia,5685,5242,2.181,3.119,1.4,26.97
communication,25421,28309,11.78,13.949,1.2,26.95
primary care clinic,567,241,0.1,0.311,3.1,26.94
care clinic,567,241,0.1,0.311,3.1,26.94
disease dementia,5690,5251,2.185,3.122,1.4,26.92
senotherapeutic,58,2,0.001,0.032,34.2,26.91
care resource,80,5,0.002,0.044,20.2,26.87
access disparities,640,292,0.122,0.351,2.9,26.84
microbial natural product,47,1,0.0,0.026,50.2,26.84
cell death induction,807,414,0.172,0.443,2.6,26.81
death induction,807,414,0.172,0.443,2.6,26.81
women reproductive,193,37,0.015,0.106,6.8,26.71
english,782,397,0.165,0.429,2.6,26.68
learning,31509,35757,14.879,17.29,1.2,26.66
il17,931,513,0.213,0.511,2.4,26.62
genomic testing,113,12,0.005,0.062,12.2,26.58
death,20809,22824,9.497,11.418,1.2,26.57
concordant,57,2,0.001,0.031,33.7,26.55
difficile vaccine,57,2,0.001,0.031,33.7,26.55
predisposition,15928,17028,7.085,8.74,1.2,26.49
cure,523,217,0.09,0.287,3.2,26.43
dose limiting,629,289,0.12,0.345,2.9,26.43
democracy,365,121,0.05,0.2,4.0,26.35
african american women,309,91,0.038,0.17,4.5,26.32
lethal,757,384,0.16,0.415,2.6,26.27
polymerase inhibitor,745,376,0.156,0.409,2.6,26.2
psychiatric treatment,107,11,0.005,0.059,12.6,26.19
inpatient psychiatric treatment,107,11,0.005,0.059,12.6,26.19
clinical translation,5448,5041,2.098,2.989,1.4,26.15
nuclease,1847,1330,0.553,1.013,1.8,26.0
mrna translation,705,349,0.145,0.387,2.7,26.0
food cues,92,8,0.003,0.05,14.8,25.81
implementation effectiveness,447,174,0.072,0.245,3.4,25.78
bloodstream,253,66,0.027,0.139,5.0,25.73
stemness,1404,932,0.388,0.77,2.0,25.71
glial activation,1022,604,0.251,0.561,2.2,25.65
disparity population,891,499,0.208,0.489,2.4,25.55
atac-seq,3848,3365,1.4,2.111,1.5,25.48
darkness,938,539,0.224,0.515,2.3,25.43
deceased,145,23,0.01,0.08,8.2,25.39
commensals,173,33,0.014,0.095,6.9,25.35
undergraduate summer,170,32,0.013,0.093,7.0,25.3
american women,320,103,0.043,0.176,4.1,25.2
compensation,2429,1924,0.801,1.333,1.7,25.12
secretory,1356,905,0.377,0.744,2.0,25.07
clinical treatment,3000,2504,1.042,1.646,1.6,25.05
investments,6088,5831,2.426,3.341,1.4,24.95
ldlr,130,19,0.008,0.071,8.9,24.95
imputation,109,13,0.005,0.06,10.9,24.91
inpatient psychiatric,109,13,0.005,0.06,10.9,24.91
mitochondrial therapeutics,67,4,0.002,0.037,20.9,24.88
xylazine,105,12,0.005,0.058,11.3,24.88
scores,283,85,0.035,0.155,4.4,24.85
infiltration,5597,5298,2.205,3.071,1.4,24.8
mixture,153,27,0.011,0.084,7.4,24.78
alveolar stem,60,3,0.001,0.033,24.5,24.77
resource-limited,2097,1611,0.67,1.151,1.7,24.74
resource-limited setting,2088,1603,0.667,1.146,1.7,24.72
care provider,661,334,0.139,0.363,2.6,24.65
wellness visit,66,4,0.002,0.036,20.6,24.57
primary care provider,657,333,0.139,0.361,2.6,24.5
cytoprotection,1161,747,0.311,0.637,2.0,24.45
policy maker,2738,2263,0.942,1.502,1.6,24.44
cell separation,3157,2695,1.121,1.732,1.5,24.43
multiomic,1877,1409,0.586,1.03,1.8,24.41
embryoid bodies,51,2,0.001,0.028,30.1,24.32
exposure assessment,183,40,0.017,0.1,6.0,24.25
automobile driving,13905,14936,6.215,7.63,1.2,24.19
limiting,671,348,0.145,0.368,2.5,24.16
endogenous stem cells,58,3,0.001,0.032,23.7,24.1
automobile,13943,14996,6.24,7.651,1.2,24.07
frontotemporal lobar dementia,413,167,0.069,0.227,3.3,24.0
lobar dementia,413,167,0.069,0.227,3.3,24.0
lobar dementia amyotrophic,413,167,0.069,0.227,3.3,24.0
intestinal stem,289,93,0.039,0.159,4.1,23.94
modulating agents,503,228,0.095,0.276,2.9,23.93
uninsured medical,199,48,0.02,0.109,5.4,23.91
medical expense,199,48,0.02,0.109,5.4,23.91
uninsured medical expense,199,48,0.02,0.109,5.4,23.91
immune modulating agents,499,226,0.094,0.274,2.9,23.86
blood-brain barrier crossing,707,380,0.158,0.388,2.5,23.85
barrier crossing,707,380,0.158,0.388,2.5,23.85
secretion,3696,3294,1.371,2.028,1.5,23.82
infected,581,285,0.119,0.319,2.7,23.82
maker,2772,2326,0.968,1.521,1.6,23.8
ethnic minority women,57,3,0.001,0.031,23.3,23.76
glial,1986,1537,0.64,1.09,1.7,23.75
resident,657,343,0.143,0.361,2.5,23.74
resident memory cell,375,145,0.06,0.206,3.4,23.73
disability prevention,79,7,0.003,0.043,14.4,23.72
osmosis,397,159,0.066,0.218,3.3,23.72
immune modulating,511,236,0.098,0.28,2.9,23.7
automated assessment,129,21,0.009,0.071,8.0,23.65
editor,470,208,0.087,0.258,3.0,23.65
organoids,6006,5839,2.43,3.296,1.4,23.62
expense,199,49,0.02,0.109,5.3,23.62
community intervention,644,335,0.139,0.353,2.5,23.59
immune effector,49,2,0.001,0.027,28.9,23.56
supplemental nutrition assistance,49,2,0.001,0.027,28.9,23.56
postmitotic,515,241,0.1,0.283,2.8,23.5
management core,581,289,0.12,0.319,2.6,23.49
calibration,2269,1829,0.761,1.245,1.6,23.44
implementation,10778,11346,4.721,5.914,1.3,23.39
protein secretion,1119,734,0.305,0.614,2.0,23.35
cell exhaustion,220,60,0.025,0.121,4.8,23.33
appropriate,532,255,0.106,0.292,2.7,23.33
jews,82,8,0.003,0.045,13.2,23.33
burden,10786,11365,4.729,5.918,1.3,23.3
anti-androgen,86,9,0.004,0.047,12.3,23.27
wearable,1867,1438,0.598,1.024,1.7,23.23
translation,7885,8008,3.332,4.327,1.3,23.19
driving,14755,16091,6.696,8.096,1.2,23.07
preconception,260,82,0.034,0.143,4.2,23.03
separation,3407,3029,1.26,1.869,1.5,23.01
poor,1789,1370,0.57,0.982,1.7,22.98
independent,1069,699,0.291,0.587,2.0,22.93
oxidative stress induction,568,286,0.119,0.312,2.6,22.93
crossing,812,480,0.2,0.446,2.2,22.86
meal,173,40,0.017,0.095,5.7,22.84
early identification,2603,2198,0.915,1.428,1.6,22.74
dementia amyotrophic,413,178,0.074,0.227,3.1,22.71
dementia amyotrophic lateral,413,178,0.074,0.227,3.1,22.71
restraint,1379,987,0.411,0.757,1.8,22.69
education,19370,21705,9.032,10.629,1.2,22.66
myeloid progenitor cells,256,82,0.034,0.14,4.1,22.61
myeloid progenitor,256,82,0.034,0.14,4.1,22.61
stress induction,568,290,0.121,0.312,2.6,22.6
prediction,7918,8101,3.371,4.345,1.3,22.58
resolution mass,70,6,0.002,0.038,14.8,22.56
digital technology,393,166,0.069,0.216,3.1,22.55
stem cell-derived,282,97,0.04,0.155,3.8,22.54
clinical scientist program,669,369,0.154,0.367,2.4,22.53
derived stem cell,139,27,0.011,0.076,6.7,22.49
plastic,336,130,0.054,0.184,3.4,22.45
people,2126,1725,0.718,1.167,1.6,22.39
racial minority population,837,509,0.212,0.459,2.2,22.39
nutrient availability,423,188,0.078,0.232,3.0,22.35
vestibular diseases,78,8,0.003,0.043,12.5,22.31
intervention refinement,728,421,0.175,0.399,2.3,22.23
verbal,855,527,0.219,0.469,2.1,22.23
survivorship care,123,22,0.009,0.067,7.3,22.05
advisory,7786,7999,3.328,4.272,1.3,22.03
spermatogonial stem cells,45,2,0.001,0.025,26.6,22.01
telomere damage,45,2,0.001,0.025,26.6,22.01
acute kidney,492,241,0.1,0.27,2.7,21.95
pilot test,2477,2102,0.875,1.359,1.6,21.94
record system,433,199,0.083,0.238,2.9,21.92
behavior prediction,506,252,0.105,0.278,2.6,21.89
digital,6766,6843,2.847,3.713,1.3,21.82
refinement,792,481,0.2,0.435,2.2,21.81
researcher,127,24,0.01,0.07,6.9,21.8
pharmacotherapy,5836,5788,2.408,3.202,1.3,21.76
cell-derived,611,334,0.139,0.335,2.4,21.76
physical condensation,1061,718,0.299,0.582,1.9,21.73
vertical transmission,237,76,0.032,0.13,4.1,21.73
brain barrier dysfunction,315,122,0.051,0.173,3.4,21.72
nutrition assistance program,51,3,0.001,0.028,20.8,21.68
base editing,631,351,0.146,0.346,2.4,21.67
ultra-processed food,62,5,0.002,0.034,15.6,21.66
community organizations,1845,1470,0.612,1.012,1.7,21.64
forging,816,505,0.21,0.448,2.1,21.6
human centered design,612,337,0.14,0.336,2.4,21.59
digital twin,112,19,0.008,0.061,7.7,21.59
tissue resident memory,373,161,0.067,0.205,3.1,21.55
mentored clinical scientist,688,399,0.166,0.378,2.3,21.54
