term,recent_n,prior_n,share_prior_pct,share_recent_pct,growth_x,score
human rodent,45,23,0.016,0.03,1.9,4.39
foundation further,141,96,0.066,0.095,1.4,4.39
gendered,45,23,0.016,0.03,1.9,4.39
minimal differences,45,23,0.016,0.03,1.9,4.39
parallel reporter,116,76,0.052,0.078,1.5,4.39
diversity metrics,73,43,0.029,0.049,1.7,4.39
dopaminergic signaling,45,23,0.016,0.03,1.9,4.39
dynamic neural,45,23,0.016,0.03,1.9,4.39
geomx,45,23,0.016,0.03,1.9,4.39
parental cells,42,21,0.014,0.028,2.0,4.38
metastatic tumor,42,21,0.014,0.028,2.0,4.38
involvement,2324,2092,1.433,1.57,1.1,4.38
ordinary differential equation,81,49,0.034,0.055,1.6,4.38
differentially modulates,42,21,0.014,0.028,2.0,4.38
requires coordination,42,21,0.014,0.028,2.0,4.38
demanding,366,287,0.197,0.247,1.3,4.38
subtype classification,42,21,0.014,0.028,2.0,4.38
likely reflects,81,49,0.034,0.055,1.6,4.38
cells promoting,62,35,0.024,0.042,1.7,4.38
regions idrs,126,84,0.058,0.085,1.5,4.38
affinity-based,42,21,0.014,0.028,2.0,4.38
itns,42,21,0.014,0.028,2.0,4.38
impaired differentiation,42,21,0.014,0.028,2.0,4.38
explore influence,42,21,0.014,0.028,2.0,4.38
lipid storage,81,49,0.034,0.055,1.6,4.38
single-pulse,62,35,0.024,0.042,1.7,4.38
mitochondrial biogenesis,126,84,0.058,0.085,1.5,4.38
shared genetic architecture,77,46,0.032,0.052,1.6,4.38
model-guided,42,21,0.014,0.028,2.0,4.38
selectively targeting,42,21,0.014,0.028,2.0,4.38
dextran sulfate,42,21,0.014,0.028,2.0,4.38
applications requiring,42,21,0.014,0.028,2.0,4.38
gpnmb,42,21,0.014,0.028,2.0,4.38
tangible,62,35,0.024,0.042,1.7,4.38
multi-platform,42,21,0.014,0.028,2.0,4.38
human dermal fibroblasts,42,21,0.014,0.028,2.0,4.38
pwcf,42,21,0.014,0.028,2.0,4.38
scrna-seq spatial,42,21,0.014,0.028,2.0,4.38
rather simply,42,21,0.014,0.028,2.0,4.38
conserved regulator,42,21,0.014,0.028,2.0,4.38
diagnostic capabilities,42,21,0.014,0.028,2.0,4.38
malaria prevention,42,21,0.014,0.028,2.0,4.38
mixed-method,77,46,0.032,0.052,1.6,4.38
12-lead,77,46,0.032,0.052,1.6,4.38
inhibiting,1813,1613,1.105,1.225,1.1,4.37
bnabs,112,73,0.05,0.076,1.5,4.37
insulin,1315,1149,0.787,0.888,1.1,4.37
organelle,689,575,0.394,0.465,1.2,4.37
task-relevant,198,143,0.098,0.134,1.4,4.37
mononuclear,569,467,0.32,0.384,1.2,4.37
delineation,243,181,0.124,0.164,1.3,4.37
making ideal,94,59,0.04,0.063,1.6,4.37
archival,94,59,0.04,0.063,1.6,4.37
muscle mass,186,133,0.091,0.126,1.4,4.37
spatial patterns,367,288,0.197,0.248,1.3,4.37
phenomenon known,142,97,0.066,0.096,1.4,4.37
plays role shaping,55,30,0.021,0.037,1.8,4.37
synergizes,142,97,0.066,0.096,1.4,4.37
triangle,55,30,0.021,0.037,1.8,4.37
sirna-mediated,94,59,0.04,0.063,1.6,4.37
non-canonical signaling,55,30,0.021,0.037,1.8,4.37
cerebral amyloid,55,30,0.021,0.037,1.8,4.37
copper,321,248,0.17,0.217,1.3,4.36
medial prefrontal cortex,352,275,0.188,0.238,1.3,4.36
citation,164,115,0.079,0.111,1.4,4.36
metabolic pathways,880,749,0.513,0.594,1.2,4.36
drainage,127,85,0.058,0.086,1.5,4.36
ecological evolutionary,237,176,0.121,0.16,1.3,4.36
egfr,580,477,0.327,0.392,1.2,4.36
jak-stat,103,66,0.045,0.07,1.5,4.36
genomically,137,93,0.064,0.093,1.5,4.36
proteinopathies,66,38,0.026,0.045,1.7,4.36
function aging,66,38,0.026,0.045,1.7,4.36
educators,90,56,0.038,0.061,1.6,4.36
widths,90,56,0.038,0.061,1.6,4.36
various mechanisms,66,38,0.026,0.045,1.7,4.36
analyzed descriptive,66,38,0.026,0.045,1.7,4.36
science scopus,90,56,0.038,0.061,1.6,4.36
specificity,4792,4436,3.04,3.237,1.1,4.35
dissection,563,462,0.317,0.38,1.2,4.35
dark,621,514,0.352,0.419,1.2,4.35
acmg,99,63,0.043,0.067,1.5,4.35
high-coverage,99,63,0.043,0.067,1.5,4.35
transcriptomic signature,108,70,0.048,0.073,1.5,4.35
multicellular,835,708,0.485,0.564,1.2,4.35
transformations,436,349,0.239,0.295,1.2,4.35
dice,218,160,0.11,0.147,1.3,4.35
forcing,159,111,0.076,0.107,1.4,4.35
antitumor activity,86,53,0.036,0.058,1.6,4.35
extensive genetic,86,53,0.036,0.058,1.6,4.35
rtms,99,63,0.043,0.067,1.5,4.35
aimed impact,99,63,0.043,0.067,1.5,4.35
fate,1893,1689,1.157,1.279,1.1,4.34
interactions molecular,70,41,0.028,0.047,1.7,4.34
marks,717,601,0.412,0.484,1.2,4.34
brain-computer,194,140,0.096,0.131,1.4,4.34
anchor,324,251,0.172,0.219,1.3,4.34
target future,74,44,0.03,0.05,1.7,4.34
learning architectures,78,47,0.032,0.053,1.6,4.34
lipid-rich,59,33,0.023,0.04,1.8,4.34
various cellular processes,78,47,0.032,0.053,1.6,4.34
aurocs,52,28,0.019,0.035,1.8,4.34
millions worldwide,59,33,0.023,0.04,1.8,4.34
human cohorts,59,33,0.023,0.04,1.8,4.34
lead compound,82,50,0.034,0.055,1.6,4.34
within-person,52,28,0.019,0.035,1.8,4.34
driven part,78,47,0.032,0.053,1.6,4.34
applications where,59,33,0.023,0.04,1.8,4.34
carbon cycling,113,74,0.051,0.076,1.5,4.34
activation inflammatory,74,44,0.03,0.05,1.7,4.34
mechanical behavior,52,28,0.019,0.035,1.8,4.34
dapi,52,28,0.019,0.035,1.8,4.34
tissue loss,52,28,0.019,0.035,1.8,4.34
therapeutic treating,82,50,0.034,0.055,1.6,4.34
landscape-scale,59,33,0.023,0.04,1.8,4.34
vagus nerve stimulation,74,44,0.03,0.05,1.7,4.34
active control,70,41,0.028,0.047,1.7,4.34
species endemic,52,28,0.019,0.035,1.8,4.34
quantified through,52,28,0.019,0.035,1.8,4.34
trained predict,113,74,0.051,0.076,1.5,4.34
adults completed,82,50,0.034,0.055,1.6,4.34
multi-layer perceptron,52,28,0.019,0.035,1.8,4.34
nanopore long-read sequencing,52,28,0.019,0.035,1.8,4.34
evidence gaps,52,28,0.019,0.035,1.8,4.34
modulated,2105,1888,1.294,1.422,1.1,4.33
gene expression,10061,9499,6.509,6.796,1.0,4.33
regulatory networks,842,715,0.49,0.569,1.2,4.33
z-score,128,86,0.059,0.086,1.5,4.33
neuropsychiatric,740,622,0.426,0.5,1.2,4.33
catalytic activity,388,307,0.21,0.262,1.2,4.33
executive function,246,184,0.126,0.166,1.3,4.33
response pathways,177,126,0.086,0.12,1.4,4.33
epithelial-mesenchymal transition,207,151,0.103,0.14,1.4,4.33
acinetobacter,302,232,0.159,0.204,1.3,4.33
regulatory networks grns,133,90,0.062,0.09,1.5,4.33
mechanobiology,104,67,0.046,0.07,1.5,4.33
exponent,160,112,0.077,0.108,1.4,4.33
ownership,118,78,0.053,0.08,1.5,4.33
healthy young adults,123,82,0.056,0.083,1.5,4.33
interdomain,95,60,0.041,0.064,1.6,4.33
nutritional status,123,82,0.056,0.083,1.5,4.33
cultivation,512,417,0.286,0.346,1.2,4.32
stem,5093,4726,3.238,3.44,1.1,4.32
single-gene,109,71,0.049,0.074,1.5,4.32
intermittent,467,377,0.258,0.315,1.2,4.32
microfluidic platform,91,57,0.039,0.061,1.6,4.32
traumatic,608,503,0.345,0.411,1.2,4.32
social memory,49,26,0.018,0.033,1.9,4.32
negative correlations,109,71,0.049,0.074,1.5,4.32
confocal microscopy,397,315,0.216,0.268,1.2,4.32
neuronal differentiation,227,168,0.115,0.153,1.3,4.32
represents therapeutic target,49,26,0.018,0.033,1.9,4.32
drug-resistant strains,49,26,0.018,0.033,1.9,4.32
industrial,669,558,0.382,0.452,1.2,4.32
separating,349,273,0.187,0.236,1.3,4.32
bacterial physiology,91,57,0.039,0.061,1.6,4.32
semantic representations,49,26,0.018,0.033,1.9,4.32
reversibility,109,71,0.049,0.074,1.5,4.32
ligation,422,337,0.231,0.285,1.2,4.32
annotating,214,157,0.108,0.145,1.3,4.32
psychedelics,109,71,0.049,0.074,1.5,4.32
multi-label,49,26,0.018,0.033,1.9,4.32
epigenetic transcriptomic,49,26,0.018,0.033,1.9,4.32
response curves,49,26,0.018,0.033,1.9,4.32
ev-mediated,49,26,0.018,0.033,1.9,4.32
arterial spin labeling,49,26,0.018,0.033,1.9,4.32
liver,2673,2424,1.661,1.806,1.1,4.31
respiratory syncytial,268,203,0.139,0.181,1.3,4.31
rheology,87,54,0.037,0.059,1.6,4.31
normotensive,63,36,0.025,0.043,1.7,4.31
synteny,208,152,0.104,0.141,1.3,4.31
behaviorally relevant,134,91,0.062,0.091,1.5,4.31
penalties,63,36,0.025,0.043,1.7,4.31
conditions whereas,63,36,0.025,0.043,1.7,4.31
aging brain,114,75,0.051,0.077,1.5,4.31
chromatin organization,268,203,0.139,0.181,1.3,4.31
metabolic states,100,64,0.044,0.068,1.5,4.31
workshops,119,79,0.054,0.08,1.5,4.31
immunoregulatory,150,104,0.071,0.101,1.4,4.31
cortical organization,63,36,0.025,0.043,1.7,4.31
chromosome-scale genome,100,64,0.044,0.068,1.5,4.31
metabolic perturbations,63,36,0.025,0.043,1.7,4.31
detection rates,87,54,0.037,0.059,1.6,4.31
representativeness,87,54,0.037,0.059,1.6,4.31
protein quantitative,63,36,0.025,0.043,1.7,4.31
arksey malley,63,36,0.025,0.043,1.7,4.31
cerebral,1637,1451,0.994,1.106,1.1,4.3
measurements,4421,4085,2.799,2.986,1.1,4.3
excitatory-inhibitory,83,51,0.035,0.056,1.6,4.3
failed,1474,1299,0.89,0.996,1.1,4.3
gene clusters,425,340,0.233,0.287,1.2,4.3
vascularized,105,68,0.047,0.071,1.5,4.3
gene annotations,83,51,0.035,0.056,1.6,4.3
basal ganglia,359,282,0.193,0.242,1.3,4.3
errors,1805,1608,1.102,1.219,1.1,4.3
gates,255,192,0.132,0.172,1.3,4.3
requires coordinated,83,51,0.035,0.056,1.6,4.3
globally distributed,124,83,0.057,0.084,1.5,4.3
complementary roles,67,39,0.027,0.045,1.7,4.3
immunology,209,153,0.105,0.141,1.3,4.3
community structure,443,356,0.244,0.299,1.2,4.3
fundamental aspect,56,31,0.021,0.038,1.8,4.3
analgesic,167,118,0.081,0.113,1.4,4.3
alphabet,67,39,0.027,0.045,1.7,4.3
adaptation through,46,24,0.016,0.031,1.9,4.3
mentorship,56,31,0.021,0.038,1.8,4.3
protein quantification,56,31,0.021,0.038,1.8,4.3
conceptualize,46,24,0.016,0.031,1.9,4.3
rash,67,39,0.027,0.045,1.7,4.3
resistance observed,56,31,0.021,0.038,1.8,4.3
age-related declines,46,24,0.016,0.031,1.9,4.3
dysregulated pathways,46,24,0.016,0.031,1.9,4.3
sirna-mediated knockdown,46,24,0.016,0.031,1.9,4.3
classifier trained,83,51,0.035,0.056,1.6,4.3
longitudinal clinical,67,39,0.027,0.045,1.7,4.3
bispecific antibodies,56,31,0.021,0.038,1.8,4.3
trial evaluating,46,24,0.016,0.031,1.9,4.3
conducted scoping,67,39,0.027,0.045,1.7,4.3
mechanism-based,79,48,0.033,0.053,1.6,4.29
immunocompetent,263,199,0.136,0.178,1.3,4.29
adrenergic,229,170,0.116,0.155,1.3,4.29
neurological deficits,75,45,0.031,0.051,1.6,4.29
encode,1888,1686,1.155,1.275,1.1,4.29
standardize,191,138,0.095,0.129,1.4,4.29
feature selection,344,269,0.184,0.232,1.3,4.29
long-standing,462,373,0.256,0.312,1.2,4.29
structure-based drug,96,61,0.042,0.065,1.6,4.29
renal cell carcinoma,162,114,0.078,0.109,1.4,4.29
damage response,436,350,0.24,0.295,1.2,4.29
high-quality genomes,75,45,0.031,0.051,1.6,4.29
security,536,439,0.301,0.362,1.2,4.29
glutathione peroxidase,75,45,0.031,0.051,1.6,4.29
public threat,162,114,0.078,0.109,1.4,4.29
opposing roles,71,42,0.029,0.048,1.7,4.29
primarily mediated,71,42,0.029,0.048,1.7,4.29
drug release,71,42,0.029,0.048,1.7,4.29
crispr screens,140,96,0.066,0.095,1.4,4.29
amino acid composition,79,48,0.033,0.053,1.6,4.29
conversations,110,72,0.049,0.074,1.5,4.29
ischemic injury,75,45,0.031,0.051,1.6,4.29
genomic basis,110,72,0.049,0.074,1.5,4.29
complex role,71,42,0.029,0.048,1.7,4.29
first application,79,48,0.033,0.053,1.6,4.29
two-phase,96,61,0.042,0.065,1.6,4.29
learning protein,96,61,0.042,0.065,1.6,4.29
tissue formation,75,45,0.031,0.051,1.6,4.29
anti-aging,75,45,0.031,0.051,1.6,4.29
nitrogen cycling,71,42,0.029,0.048,1.7,4.29
barrier permeability,71,42,0.029,0.048,1.7,4.29
worse survival,71,42,0.029,0.048,1.7,4.29
current therapeutic,71,42,0.029,0.048,1.7,4.29
parameter,1896,1694,1.161,1.281,1.1,4.28
syncytial virus,264,200,0.137,0.178,1.3,4.28
respiratory syncytial virus,264,200,0.137,0.178,1.3,4.28
lines,4717,4369,2.994,3.186,1.1,4.28
abnormalities,1469,1295,0.887,0.992,1.1,4.28
designed mimic,43,22,0.015,0.029,1.9,4.28
depletes,101,65,0.045,0.068,1.5,4.28
expose,264,200,0.137,0.178,1.3,4.28
genome-resolved,101,65,0.045,0.068,1.5,4.28
favorable conditions,43,22,0.015,0.029,1.9,4.28
cellular molecular,529,433,0.297,0.357,1.2,4.28
posed,378,299,0.205,0.255,1.2,4.28
cooperative,636,529,0.362,0.43,1.2,4.28
antibiotic efficacy,43,22,0.015,0.029,1.9,4.28
barcoding,292,224,0.153,0.197,1.3,4.28
learning language,43,22,0.015,0.029,1.9,4.28
cell disease,120,80,0.055,0.081,1.5,4.28
tropical disease,135,92,0.063,0.091,1.4,4.28
functional theory,43,22,0.015,0.029,1.9,4.28
assess therapeutic,43,22,0.015,0.029,1.9,4.28
publicly accessible,151,105,0.072,0.102,1.4,4.28
chemotherapy-induced,101,65,0.045,0.068,1.5,4.28
vesicle-mediated,43,22,0.015,0.029,1.9,4.28
healthcare professionals,330,257,0.176,0.223,1.3,4.28
nanoparticle-based,43,22,0.015,0.029,1.9,4.28
existing systems,43,22,0.015,0.029,1.9,4.28
two-photon,501,408,0.28,0.338,1.2,4.27
focused,3933,3622,2.482,2.657,1.1,4.27
aureus,789,668,0.458,0.533,1.2,4.27
crest-derived,40,20,0.014,0.027,2.0,4.27
neural crest-derived,40,20,0.014,0.027,2.0,4.27
encoding,4034,3718,2.548,2.725,1.1,4.27
triggering,860,733,0.502,0.581,1.2,4.27
potent,2604,2361,1.618,1.759,1.1,4.27
spectral signatures,40,20,0.014,0.027,2.0,4.27
nitrate,286,219,0.15,0.193,1.3,4.27
auditory,1534,1356,0.929,1.036,1.1,4.27
sequence-dependent,106,69,0.047,0.072,1.5,4.27
structure-based drug discovery,40,20,0.014,0.027,2.0,4.27
precise temporal,60,34,0.023,0.041,1.7,4.27
control conditions,146,101,0.069,0.099,1.4,4.27
mechanisms spatial,40,20,0.014,0.027,2.0,4.27
fasting,456,368,0.252,0.308,1.2,4.27
reduced inflammation,53,29,0.02,0.036,1.8,4.27
composition differed,40,20,0.014,0.027,2.0,4.27
genetic pharmacological inhibition,53,29,0.02,0.036,1.8,4.27
polyunsaturated,186,134,0.092,0.126,1.4,4.27
outdated,60,34,0.023,0.041,1.7,4.27
phenotypes through,40,20,0.014,0.027,2.0,4.27
perineuronal nets,60,34,0.023,0.041,1.7,4.27
chronic traumatic,40,20,0.014,0.027,2.0,4.27
pathogen-specific,88,55,0.038,0.059,1.6,4.27
adapter protein,40,20,0.014,0.027,2.0,4.27
time-sensitive,53,29,0.02,0.036,1.8,4.27
profiling performed,60,34,0.023,0.041,1.7,4.27
loss-of-function variants,146,101,0.069,0.099,1.4,4.27
relapsed,141,97,0.066,0.095,1.4,4.27
meta-learning,40,20,0.014,0.027,2.0,4.27
discovery clinical,40,20,0.014,0.027,2.0,4.27
peripheral cell,40,20,0.014,0.027,2.0,4.27
role tumor,106,69,0.047,0.072,1.5,4.27
generalized additive,141,97,0.066,0.095,1.4,4.27
functional interrogation,40,20,0.014,0.027,2.0,4.27
proteomics transcriptomics,53,29,0.02,0.036,1.8,4.27
impact tumor,53,29,0.02,0.036,1.8,4.27
metagenomic profiling,40,20,0.014,0.027,2.0,4.27
aimed prevalence,88,55,0.038,0.059,1.6,4.27
cell-scale,40,20,0.014,0.027,2.0,4.27
covalently linked,40,20,0.014,0.027,2.0,4.27
clock gene,88,55,0.038,0.059,1.6,4.27
sirna knockdown,60,34,0.023,0.041,1.7,4.27
auditory function,40,20,0.014,0.027,2.0,4.27
heatwave,60,34,0.023,0.041,1.7,4.27
differentially modulate,53,29,0.02,0.036,1.8,4.27
imaging microscopy,88,55,0.038,0.059,1.6,4.27
tissue constructs,40,20,0.014,0.027,2.0,4.27
discard,60,34,0.023,0.041,1.7,4.27
systemic glucose,40,20,0.014,0.027,2.0,4.27
accessible researchers,40,20,0.014,0.027,2.0,4.27
human atherosclerotic,40,20,0.014,0.027,2.0,4.27
premenopausal,40,20,0.014,0.027,2.0,4.27
6-month follow-up,40,20,0.014,0.027,2.0,4.27
continuous glucose monitoring,40,20,0.014,0.027,2.0,4.27
therapist,40,20,0.014,0.027,2.0,4.27
bacterial fitness,64,37,0.025,0.043,1.7,4.26
developmental timing,97,62,0.042,0.066,1.5,4.26
histologically,181,130,0.089,0.122,1.4,4.26
medicinal,332,259,0.177,0.224,1.3,4.26
ancestry,1071,927,0.635,0.723,1.1,4.26
brain tumor,238,178,0.122,0.161,1.3,4.26
dominates,181,130,0.089,0.122,1.4,4.26
function prediction,97,62,0.042,0.066,1.5,4.26
genetic pharmacological,187,135,0.093,0.126,1.4,4.26
nocturnal,193,140,0.096,0.13,1.4,4.26
protocol describes,64,37,0.025,0.043,1.7,4.26
manual annotation,97,62,0.042,0.066,1.5,4.26
additional layer,64,37,0.025,0.043,1.7,4.26
remembered,97,62,0.042,0.066,1.5,4.26
cognitive maps,64,37,0.025,0.043,1.7,4.26
formation,9532,8996,6.164,6.439,1.0,4.25
setups,206,151,0.103,0.139,1.3,4.25
molecularly,381,302,0.207,0.257,1.2,4.25
neurodegenerative disease,543,446,0.306,0.367,1.2,4.25
solutions,1412,1243,0.852,0.954,1.1,4.25
mirror,310,240,0.164,0.209,1.3,4.25
medical imaging,131,89,0.061,0.088,1.5,4.25
spinal cord injury,266,202,0.138,0.18,1.3,4.25
cord injury,266,202,0.138,0.18,1.3,4.25
mice whereas,68,40,0.027,0.046,1.7,4.25
enterococcus faecium,80,49,0.034,0.054,1.6,4.25
biasing,147,102,0.07,0.099,1.4,4.25
thereby inhibiting,68,40,0.027,0.046,1.7,4.25
on-demand,121,81,0.056,0.082,1.5,4.25
inflation,131,89,0.061,0.088,1.5,4.25
sequence alone,68,40,0.027,0.046,1.7,4.25
often leads,121,81,0.056,0.082,1.5,4.25
shared mechanisms,68,40,0.027,0.046,1.7,4.25
non-tumor,80,49,0.034,0.054,1.6,4.25
species distributions,126,85,0.058,0.085,1.5,4.25
cognitive affective,68,40,0.027,0.046,1.7,4.25
contexts where,80,49,0.034,0.054,1.6,4.25
nucleotide metabolism,68,40,0.027,0.046,1.7,4.25
utis,80,49,0.034,0.054,1.6,4.25
il1b,80,49,0.034,0.054,1.6,4.25
chemotherapy resistance,68,40,0.027,0.046,1.7,4.25
cholesterol levels,121,81,0.056,0.082,1.5,4.25
hydrated,80,49,0.034,0.054,1.6,4.25
amyloid plaque,68,40,0.027,0.046,1.7,4.25
clinical guidelines,116,77,0.053,0.078,1.5,4.25
demographics clinical,68,40,0.027,0.046,1.7,4.25
central nervous,1304,1143,0.783,0.881,1.1,4.24
catalysis,366,289,0.198,0.247,1.2,4.24
antioxidant defense,57,32,0.022,0.039,1.8,4.24
expert panel,57,32,0.022,0.039,1.8,4.24
molecules targeting,50,27,0.019,0.034,1.8,4.24
sensory cues,102,66,0.045,0.069,1.5,4.24
alpha-synuclein,188,136,0.093,0.127,1.4,4.24
genus-level,57,32,0.022,0.039,1.8,4.24
amino acid metabolism,176,126,0.086,0.119,1.4,4.24
fluorophore,170,121,0.083,0.115,1.4,4.24
stiff,182,131,0.09,0.123,1.4,4.24
functional profiles,93,59,0.04,0.063,1.6,4.24
despite decades,153,107,0.073,0.103,1.4,4.24
genotoxic,200,146,0.1,0.135,1.4,4.24
youth,400,319,0.219,0.27,1.2,4.24
targeting mitochondrial,50,27,0.019,0.034,1.8,4.24
efficacy limited,57,32,0.022,0.039,1.8,4.24
cd28,93,59,0.04,0.063,1.6,4.24
functional integration,76,46,0.032,0.051,1.6,4.24
reporter assays,213,157,0.108,0.144,1.3,4.24
pharmacokinetic properties,57,32,0.022,0.039,1.8,4.24
crickets,57,32,0.022,0.039,1.8,4.24
activation vitro,50,27,0.019,0.034,1.8,4.24
predictive modelling,72,43,0.029,0.049,1.6,4.24
external test,50,27,0.019,0.034,1.8,4.24
will undergo,57,32,0.022,0.039,1.8,4.24
ecological contexts,50,27,0.019,0.034,1.8,4.24
controlled trial,677,567,0.389,0.457,1.2,4.24
contextualizing,50,27,0.019,0.034,1.8,4.24
blood-based biomarkers,72,43,0.029,0.049,1.6,4.24
artery bypass,57,32,0.022,0.039,1.8,4.24
aortic stenosis,76,46,0.032,0.051,1.6,4.24
intensity,2125,1911,1.309,1.435,1.1,4.23
uptake,2803,2551,1.748,1.893,1.1,4.23
anterior cingulate cortex,312,242,0.166,0.211,1.3,4.23
host range,290,223,0.153,0.196,1.3,4.23
low-dimensional,427,343,0.235,0.288,1.2,4.23
dyadic,89,56,0.038,0.06,1.6,4.23
further explore,282,216,0.148,0.19,1.3,4.23
hyperactivation,240,180,0.123,0.162,1.3,4.23
lysosomal degradation,107,70,0.048,0.072,1.5,4.23
adiposity,282,216,0.148,0.19,1.3,4.23
nutrient limitation,89,56,0.038,0.06,1.6,4.23
amphiphilic,89,56,0.038,0.06,1.6,4.23
mirrored,297,229,0.157,0.201,1.3,4.23
neurons,8444,7950,5.448,5.704,1.0,4.22
escherichia,1934,1732,1.187,1.306,1.1,4.22
linker,483,393,0.269,0.326,1.2,4.22
immune signatures,98,63,0.043,0.066,1.5,4.22
distinguished,735,620,0.425,0.496,1.2,4.22
circulating tumor,154,108,0.074,0.104,1.4,4.22
sarcoma,269,205,0.14,0.182,1.3,4.22
alcohol disorder,221,164,0.112,0.149,1.3,4.22
internally,291,224,0.153,0.197,1.3,4.22
biophysically,154,108,0.074,0.104,1.4,4.22
raising question,154,108,0.074,0.104,1.4,4.22
cells adapt,98,63,0.043,0.066,1.5,4.22
scratch,143,99,0.068,0.097,1.4,4.22
preregistered,122,82,0.056,0.082,1.5,4.22
single-nuclei sequencing,47,25,0.017,0.032,1.8,4.21
untapped,172,123,0.084,0.116,1.4,4.21
muscle strength,138,95,0.065,0.093,1.4,4.21
lifestyle,1063,921,0.631,0.718,1.1,4.21
graphic,362,286,0.196,0.245,1.2,4.21
targeting chimeras,47,25,0.017,0.032,1.8,4.21
unclassified,103,67,0.046,0.07,1.5,4.21
thalamic nuclei,103,67,0.046,0.07,1.5,4.21
nigra,314,244,0.167,0.212,1.3,4.21
matrix deposition,85,53,0.036,0.057,1.6,4.21
following injury,138,95,0.065,0.093,1.4,4.21
dilated,196,143,0.098,0.132,1.4,4.21
environmental edna metabarcoding,47,25,0.017,0.032,1.8,4.21
nucleus accumbens core,61,35,0.024,0.041,1.7,4.21
wake sleep,47,25,0.017,0.032,1.8,4.21
largely driven,160,113,0.077,0.108,1.4,4.21
bone density,47,25,0.017,0.032,1.8,4.21
sequence-function,61,35,0.024,0.041,1.7,4.21
sensory encoding,47,25,0.017,0.032,1.8,4.21
phage replication,47,25,0.017,0.032,1.8,4.21
combined quantitative,47,25,0.017,0.032,1.8,4.21
genome regulation,47,25,0.017,0.032,1.8,4.21
bacterial defense,47,25,0.017,0.032,1.8,4.21
tolerance mechanisms,61,35,0.024,0.041,1.7,4.21
peptide binding,85,53,0.036,0.057,1.6,4.21
effectively reduces,47,25,0.017,0.032,1.8,4.21
gba1,61,35,0.024,0.041,1.7,4.21
techniques like,85,53,0.036,0.057,1.6,4.21
complex immune,47,25,0.017,0.032,1.8,4.21
crosslinking,388,309,0.212,0.262,1.2,4.2
machine learning deep,113,75,0.051,0.076,1.5,4.2
neighbors,271,207,0.142,0.183,1.3,4.2
nuclear,3978,3669,2.514,2.687,1.1,4.2
human neurons,178,128,0.088,0.12,1.4,4.2
ischemic stroke,505,413,0.283,0.341,1.2,4.2
speedup,81,50,0.034,0.055,1.6,4.2
arising,988,852,0.584,0.667,1.1,4.2
schematic,81,50,0.034,0.055,1.6,4.2
role mitochondrial,118,79,0.054,0.08,1.5,4.2
auxiliary,315,245,0.168,0.213,1.3,4.2
scaffolding,371,294,0.201,0.251,1.2,4.2
transport chain,229,171,0.117,0.155,1.3,4.2
structural homology,77,47,0.032,0.052,1.6,4.2
matrix production,54,30,0.021,0.036,1.8,4.2
ensuring proper,54,30,0.021,0.036,1.8,4.2
