record_id,pubmed_id,year,title,journal,themes,subthemes,is_meta,in_substantive_corpus,admin_ics,cofunding_ics,tag_evidence_summary
57,38305944,2024,Autoimmune and Cutaneous Inflammatory Comorbidities in Adult-Onset Morphea in the All of Us Research Program,American Journal of Clinical Dermatology,9;12,,false,true,TR,OD;TR,9:autoimmune|morphea; 12:morphea|cutaneous
58,38326799,2024,Relative predictive value of sociodemographic factors for chronic diseases among All of Us participants: a descriptive analysis,BMC Public Health,1;3;4;5;6;12,,false,true,DC;GM;MD;MH;TR,DC;GM;MD;MH;OD;TR,1:hypertension|obesity|coronary|diabetes|kidney disease|cardiovascular disease|cardiovascular; 3:Researcher Workbench|workbench; 4:mental health|smoking; 5:skin cancer|cancer; 6:health disparities|social determinants of health|Medicaid|health literacy|racism|Latino|equity|racial and ethnic|disparities|rural|income|marginalized|discrimination|Hispanic; 12:skin cancer
59,37473437,2023,Hearing Loss and Sociodemographic Barriers to Health Care Access Using the All of Us Research Program,Otolaryngology--Head and Neck Surgery : Official Journal of American Academy of Otolaryngology-Head and Neck Surgery,6;18,,false,true,,,6:equity|low-income|socioeconomic|income; 18:hearing loss|sensorineural
61,38466772,2024,Association between atopic dermatitis and eating disorders: a cross-sectional study in the All of Us Research Program,The British Journal of Dermatology,12,,false,true,,,12:dermatitis|atopic dermatitis
63,,2024,The Effect of Data Missingness on Machine Learning Predictions of Uncontrolled Diabetes Using All of Us Data,Multidisciplinary Digital Publishing Institute %28MDPI%29,1;3,,false,true,,,1:diabetes; 3:predictive modeling|missing data|EHR|machine learning
69,38513967,2024,Association between alopecia areata and allergic diseases: An All of US database study,"Annals of Allergy, Asthma & Immunology : Official Publication of the American College of Allergy, Asthma, & Immunology",12,,false,true,,,12:alopecia areata|alopecia
72,38553893,2024,Association of discoid lupus erythematous with substance use disorders: A case-control study in the all of us database,Journal of the European Academy of Dermatology and Venereology : JEADV,4;9,,false,true,,,4:substance use; 9:lupus|discoid lupus
73,38554624,2024,Healthcare utilization in women diagnosed with endometrial cancer: A survey-based study,Gynecologic Oncology,4;5;6;15,,false,true,,,4:anxiety; 5:cancer survivors|endometrial cancer|cancer; 6:social determinants of health|disparity|equity|disparities|Hispanic|housing; 15:endometrial cancer
77,39505999,2024,Algorithms for the identification of prevalent diabetes in the All of Us Research Program validated using polygenic scores,Scientific Reports,1;2;3;6;17,,false,true,,,1:type 2 diabetes|T2D|glycemic|BMI|diabetes|prediabetes|hyperglycemia|type 1 diabetes; 2:PRS|GWAS|multi-ancestry|WGS|polygenic score|genomic|genome-wide association|whole genome sequencing|genome-wide|ancestry|genetic risk|association study|genetic ancestry|genetic association|gnomAD|heritability|polygenic; 3:AoU Researcher Workbench|Researcher Workbench|electronic health record|ICD|risk prediction|workbench|random forest|missing data|EHR|artificial intelligence|case definition; 6:African American|Latino|discrimination; 17:library|recruitment|toolkit
78,39503795,2024,Comorbidities and autoimmune disease associations in patients with Bullous Pemphigoid: a cross-sectional study of the all of us database,Archives of Dermatological Research,9;12,,false,true,,,9:autoimmune disease|bullous pemphigoid|autoimmune; 12:bullous pemphigoid
83,38573646,2024,Mental Health Conditions Associated With Strabismus in a Diverse Cohort of US Adults,JAMA Ophthalmology,4;6;18,,false,true,EY,EY,4:depression|anxiety|bipolar disorder|schizophrenia|addiction|well-being|substance use|mental health|bipolar; 6:African American|income|race and ethnicity; 18:strabismus
84,38561918,2024,"Weight-related discrimination, perceived stress and psychological and physical well-being of persons with type 2 diabetes: A mediation analysis",Diabetic Medicine : A Journal of the British Diabetic Association,1;4;6,,false,true,AG;OD,AG;OD;TR,1:type 2 diabetes|T2D|diabetes; 4:well-being|psychological|stress; 6:income|discrimination|Hispanic
87,37461222,2023,"Increased risk of depression in patients with discoid lupus erythematosus: a nested, case-control study in the All of Us Research Program",The British Journal of Dermatology,4;9;12,,false,true,,,4:depression; 9:lupus|discoid lupus; 12:discoid lupus erythematosus
93,37455380,2023,Use of medications associated with weight change among participants in the All of Us research programme,Clinical Obesity,1,,false,true,AG;HL;MH;OD,AG;HL;MH;OD;TR,1:obesity|BMI
94,38627404,2024,Measuring social determinants of health in the All of Us Research Program,Scientific Reports,3;4;6,,false,true,OD,EY;HG;MH;NR;OD;TR,3:Researcher Workbench|electronic health record|workbench|missing data; 4:psychosocial|mental health|psychological; 6:structural racism|social determinants of health|gay|transgender|health literacy|racism|access to care|SDOH|food insecurity|Latino|homelessness|UBR|bisexual|racial and ethnic|underrepresented|income|neighborhood|discrimination|Hispanic|housing
96,27532667,2016,A Survey of U.S Adults' Opinions about Conduct of a Nationwide Precision Medicine Initiative® Cohort Study of Genes and Environment,PloS One,6;7;17,,false,true,,,6:equity|homeless|socioeconomic|income|Hispanic; 7:Fitbit; 17:research participation|participant engagement|willingness to participate|trust|recruitment|willingness to share
97,35396991,2022,Comparing medical history data derived from electronic health records and survey answers in the All of Us Research Program,Journal of the American Medical Informatics Association : JAMIA,,,false,true,OD,OD,
98,35346344,2022,Whole-genome sequencing as an investigational device for return of hereditary disease risk and pharmacogenomic results as part of the All of Us Research Program,Genome Medicine,2;5;10;16;17,,false,true,OD,OD,2:whole-genome sequencing|WGS|genomics|genotype|genomic|genome-wide|haplotype; 5:BRCA2|BRCA1; 10:ACMG|secondary findings|hereditary|incidental findings|G6PD; 16:pharmacogenomic; 17:return of results|informed consent|library
99,35294480,2022,Epidemiology of atrial fibrillation in the All of Us Research Program,PloS One,1;2;3;6;11;14,,false,true,HL;OD,HL;OD,1:stroke|heart failure|atrial fibrillation|obesity|coronary|blood pressure|BMI|arrhythmia|diabetes|heart disease|cardiovascular disease|cardiovascular|cardiac; 2:genomics|genomic|genome-wide association|genome-wide|ancestry|association study; 3:Researcher Workbench|workbench|OMOP|EHR|data validation|SNOMED; 6:underrepresented groups|socioeconomic|underrepresented|Hispanic; 11:dementia; 14:stroke
100,35238904,2022,Racial and Ethnic Disparities in Cost-Related Barriers to Medication Adherence Among Patients With Glaucoma Enrolled in the National Institutes of Health All of Us Research Program,JAMA Ophthalmology,6;18,,false,true,MD,EY;MD,6:African American|equity|racial and ethnic|disparities|income|minority|race and ethnicity|Hispanic; 18:glaucoma
102,35283246,2022,Association of atopic dermatitis with attention-deficit hyperactivity disorder among US adults in the 'All of Us' research program: A case-control study,Journal of the American Academy of Dermatology,12,,false,true,,,12:dermatitis|atopic dermatitis
103,35155998,2021,Pediatric data from the All of Us research program: demonstration of pediatric obesity over time,JAMIA Open,1;3,,false,true,GM;OD,GM;OD;TR,1:obesity|BMI; 3:electronic health record|EHR
104,35147780,2022,Prevalence of eczema among adults in the United States: a cross-sectional study in the All of Us research program,Archives of Dermatological Research,3;6;12,,false,true,,,3:ICD|ICD-10|EHR|SNOMED; 6:racial and ethnic|race and ethnicity|Hispanic; 12:eczema
105,35109680,2022,Carotid Artery Disease Among Broadly Defined Underrepresented Groups: The All of Us Research Program,Stroke,1;6,,false,true,HL;NS;TR,HL;NS;OD;TR,1:carotid; 6:underrepresented groups|underrepresented|race and ethnicity
106,35058155,2022,Self-rated family health history knowledge among All of Us program participants,Genetics in Medicine : Official Journal of the American College of Medical Genetics,6,,false,true,HL;OD,HL;OD;TR,6:disparity|minorities|disparities|income|minority
109,34985965,2022,Precision Medicine Landscape of Genomic Testing for Patients With Cancer in the National Institutes of Health All of Us Database Using Informatics Approaches,JCO Clinical Cancer Informatics,2;5,,false,true,OD,OD;TR,2:genomic; 5:oncology|cancer
110,34977817,2021,Association between atopic dermatitis and COVID-19 infection: A case-control study in the All of Us research program,JAAD International,1;3;8;9;12,,false,true,TR,OD;TR,1:hypertension|diabetes|cardiovascular disease|cardiovascular|hyperlipidemia; 3:electronic health record|EHR; 8:SARS-CoV-2|COVID-19|infection; 9:autoimmune disease|autoimmune; 12:dermatitis|atopic dermatitis
111,34941480,2021,Geographic Variation in Obesity at the State Level in the All of Us Research Program,Preventing Chronic Disease,1;3;6,,false,true,OD,OD;TR,1:obesity|BMI; 3:Researcher Workbench|workbench|missing data|EHR; 6:social determinants of health|equity|race and ethnicity|Hispanic
112,34923710,2021,Harmonizing variant classification for return of results in the All of Us Research Program,Human Mutation,17,,false,true,OD,OD,17:data sharing|return of results
113,35583884,2022,Proposing a Sex-Adjusted Sodium-Adjusted MELD Score for Liver Transplant Allocation,JAMA Surgery,1;2;3;5;6,,false,true,HG,HG;OD,1:hypertension|MELD score|hepatocellular carcinoma|glomerular|dialysis|liver transplant|MELD|eGFR|creatinine; 2:ancestry|genetic ancestry; 3:electronic health record|ICD|ICD-10|EHR; 5:liver cancer|carcinoma|hepatocellular carcinoma|hepatocellular|cancer; 6:health disparities|disparity|equity|disparities
114,34920026,2021,Prevalence of lichen planus in the United States: A cross-sectional study of the All of Us research program,Journal of the American Academy of Dermatology,12,,false,true,,,12:skin condition|lichen planus
115,37560908,2023,"Genetic relationships between high blood eosinophil count, asthma susceptibility, and asthma severity",The Journal of Asthma : Official Journal of the Association for the Care of Asthma,2;13,,false,true,,,2:Mendelian randomization|genome-wide association|genome-wide|association studies; 13:asthma|pulmonary
118,34505903,2021,Characterizing phenotypic abnormalities associated with high-risk individuals developing lung cancer using electronic health records from the All of Us researcher workbench,Journal of the American Medical Informatics Association : JAMIA,2;3;5,,false,true,CA;OD;TR,CA;OD;TR,2:phenome-wide|association study; 3:Researcher Workbench|workbench; 5:lung cancer|cancer|cancer screening
119,35505219,2022,Revisiting the Latino Epidemiologic Paradox: an Analysis of Data from the All of Us Research Program,Journal of General Internal Medicine,1;6,,false,true,OD,OD;TR,1:cardiovascular disease|CVD|cardiovascular; 6:Latino|Hispanic
120,35472083,2022,Demographic differences in willingness to share electronic health records in the All of Us Research Program,Journal of the American Medical Informatics Association : JAMIA,3;6;17,,false,true,OD,OD,3:electronic health record|EHR; 6:African American|race and ethnicity|Hispanic; 17:willingness to share
121,34431358,2021,Cardiovascular Health Disparities in Racial and Other Underrepresented Groups: Initial Results From the All of Us Research Program,Journal of the American Heart Association,1;3;6;14,,false,true,AG;NS;OD;TR,AG;NS;OD;TR,1:stroke|coronary|heart disease|cardiovascular disease|CVD|cardiovascular; 3:electronic health record|ICD|workbench|notebook; 6:underrepresented groups|health disparities|gay|transgender|lesbian|education level|Latino|equity|bisexual|underrepresented|disparities|Black participants|income|race and ethnicity|Hispanic; 14:stroke
122,36974749,2023,Single Nucleotide Polymorphism rs9277336 Controls the Nuclear Alpha Actinin 4-Human Leukocyte Antigen-DPA1 Axis and Pulmonary Endothelial Pathophenotypes in Pulmonary Arterial Hypertension,Journal of the American Heart Association,1;2;8;9;13,,false,true,HL;OD,HL;OD;TR,1:hypertension|heart disease|vascular disease|cardiac; 2:GWAS|genomics|genotype|locus|SNP|genomic|genetic variant|association study|association studies|genetic association|loci|single nucleotide polymorphism; 8:HIV|HLA|hepatitis; 9:inflammatory bowel disease|ankylosing spondylitis|ankylosing|autoimmune; 13:PAH|pulmonary hypertension|pulmonary arterial hypertension|pulmonary
123,35704625,2022,Associations between healthcare utilization and access and diabetic retinopathy complications using All of Us nationwide survey data,PloS One,1;3;6;14;17;18,,false,true,EY;OD,DE;EY;OD;TR,1:type 2 diabetes|glomerular|diabetic|nephropathy|diabetic kidney|diabetes|type 1 diabetes|kidney disease|creatinine; 3:Researcher Workbench|electronic health record|ICD|workbench|OMOP|claims data|EHR|SNOMED|notebook; 6:social determinants of health|access to care|minorities|Latino|socioeconomic|underrepresented|disparities|income|Hispanic; 14:peripheral neuropathy|neuropathy; 17:data sharing|biospecimen|patient-reported|recruitment; 18:glaucoma|diabetic retinopathy|retinal|retinopathy
124,34363612,2021,Prevalence of granuloma annulare in the United States: a cross-sectional study in the All of Us Research Program,International Journal of Dermatology,12,,false,true,AI;TR,AI;OD;TR,12:granuloma annulare
125,34358277,2021,"Racial, ethnic, and gender differences in obesity and body fat distribution: An All of Us Research Program demonstration project",PloS One,1;3;6;17,,false,true,ES;HL;OD,AG;ES;HL;OD;TR,1:obesity|BMI|diabetes|cardiovascular disease|cardiovascular; 3:AoU Researcher Workbench|re-identification|Researcher Workbench|electronic health record|workbench|EHR|notebook; 6:transgender|disparity|American Indian|African American|Latino|racial and ethnic|underrepresented|disparities|race and ethnicity|Hispanic; 17:research training|recruitment
126,34333076,2021,Comorbidities associated with granuloma annulare: A case-control study in the All of Us research program,Journal of the American Academy of Dermatology,12,,false,true,AI;TR,AI;OD;TR,12:granuloma annulare
127,35721456,2021,Novel Association between Opioid Use and Increased Risk of Retinal Vein Occlusion Using the National Institutes of Health All of Us Research Program,Ophthalmology Science,1;3;4;6;17;18,,false,true,OD,DE;OD;TR,1:hypertension|obesity|diabetic|diabetes|thrombosis|cardiovascular|hyperlipidemia|myocardial infarction|vascular disease|pulmonary embolism; 3:re-identification|Researcher Workbench|electronic health record|workbench|claims data|EHR|notebook|feature selection; 4:pain|opioid|marijuana|substance use|chronic pain|smoking; 6:social determinants of health|Medicaid|minorities|Latino|racial and ethnic|socioeconomic|underrepresented|Black participants|income|Hispanic|housing; 17:outreach|informed consent|patient-reported|recruitment; 18:glaucoma|diabetic retinopathy|eye disease|retinal|retinopathy|vision|macular
128,34295127,2021,Care and Precision Medicine Research in the Time of COVID-19,Ethnicity & Disease,6;8,,false,true,OD,OD,6:African American|equity|Hispanic; 8:COVID-19
129,35469045,2022,Wearable fitness tracker use in federally qualified health center patients: strategies to improve the health of all of us using digital health devices,NPJ Digital Medicine,1;6;7;8;17,,false,true,,,1:diabetes|heart disease; 6:health disparities|gender minority|American Indian|African American|Latino|equity|UBR|racial and ethnic|socioeconomic|underrepresented|disparities|income|poverty|minority|Hispanic; 7:Fitbit|wearable|physical activity|wearable device|heart rate variability; 8:COVID-19; 17:FQHC|trust|recruitment|willingness to share
130,34158555,2021,Hypertension prevalence in the All of Us Research Program among groups traditionally underrepresented in medical research,Scientific Reports,1;3;6;14;15;17,,false,true,ES;OD,AG;ES;OD;TR,1:stroke|hypertension|blood pressure|hypertensive|cardiovascular disease|cardiovascular; 3:AoU Researcher Workbench|Researcher Workbench|cohort builder|electronic health record|ICD|workbench|OMOP|ICD-10|missing data|EHR|SNOMED; 6:social determinants of health|UBR|socioeconomic|underrepresented|income|marginalized|race and ethnicity|Hispanic; 14:stroke; 15:pregnancy; 17:informed consent|ethics|recruitment
131,34139858,2021,Stroke Disparities Among Nonracial Minorities in the All of Us Research Program,Stroke,1;6;14,14.2-stroke-cerebro,false,true,AG;NS;TR,AG;NS;OD;TR,1:stroke; 6:minorities|disparities; 14:stroke
132,34128970,2021,"Antibodies to Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) in All of Us Research Program Participants, 2 January to 18 March 2020",Clinical Infectious Diseases : An Official Publication of the Infectious Diseases Society of America,8,,false,true,OD,OD;TR,8:SARS-CoV-2
133,33942535,2021,Health care access and utilization among adult cancer survivors: Results from the National Institutes of Health 'All of Us' Research Program,Cancer Medicine,5;6;12;17,,false,true,,,5:cancer survivors|skin cancer|cancer|tumor|survivorship; 6:health disparities|Medicaid|access to care|African American|minorities|Latino|racial and ethnic|disparities|income|minority|Hispanic; 12:skin cancer; 17:data sharing|informed consent
134,35931217,2022,Association of autoimmune comorbidities with lichen planus: A United States-based case-control study in the All of Us research program,Journal of the American Academy of Dermatology,9;12,,false,true,OD,OD;TR,9:autoimmune comorbidities|autoimmune; 12:lichen planus
135,38504598,2024,"Low-Income, Poor Physical Health, Poor Mental Health, and Other Social Risk Factors Are Associated With Decreased Access to Care in Patients With Carpal Tunnel Syndrome",Journal of Primary Care & Community Health,3;4;6;14;17,,false,true,OD,OD;TR,3:electronic health record|workbench|SNOMED; 4:pain|mental health; 6:LGBTQ|social determinants of health|Medicaid|deprivation|access to care|African American|minorities|Latino|uninsured|low-income|socioeconomic|underrepresented|disparities|income|Hispanic; 14:carpal tunnel; 17:outreach|patient-reported|recruitment
136,33617706,2021,Engaging African-Americans in Research in the Era of Precision Medicine: An All of Us Research Program Initiative,Journal of National Black Nurses' Association : JNBNA,17,,false,true,OD,OD,17:engaging African-Americans|recruitment|willingness to share
138,33497675,2021,Predictive Analytics for Glaucoma Using Data From the All of Us Research Program,American Journal of Ophthalmology,3;18,,false,true,LM;OD,DE;ES;LM;OD;TR,3:electronic health record|AUC|claims data|machine learning|model performance; 18:glaucoma
139,33404595,2021,Comparison of family health history in surveys vs electronic health record data mapped to the observational medical outcomes partnership data model in the All of Us Research Program,Journal of the American Medical Informatics Association : JAMIA,3,,false,true,HL;OD,HL;OD;TR,3:electronic health record|EHR
140,35997514,2022,Tinea pedis in underrepresented groups: All of Us database analysis,Mycoses,3;6,,false,true,,,3:electronic health record|EHR; 6:underrepresented groups|LGBTQ|underrepresented|income|Hispanic
142,33275082,2020,Assessment of the All of Us research program's informed consent process,AJOB Empirical Bioethics,17,,false,true,OD,OD,17:research participation|informed consent|consent process
143,35641135,2022,Forecasting the future clinical events of a patient through contrastive learning,Journal of the American Medical Informatics Association : JAMIA,3,,false,true,OD;TR,OD;TR,3:contrastive learning|deep learning
144,36096320,2022,Predictors of Unrelieved Symptoms in All of Us Research Program Participants With Chronic Conditions,Journal of Pain and Symptom Management,1;4;13,,false,true,NR;OD,NR;OD;TR,1:heart failure|type 2 diabetes|diabetes; 4:pain|mental health; 13:pulmonary|chronic obstructive
145,36715356,2023,The association of anxiety with granuloma annulare: a case-control study of the National Institutes of Health 'All of Us' research programme,The British Journal of Dermatology,4;9;12;13,,false,true,,,4:depression|anxiety|post-traumatic stress|opioid|mental health|stress; 9:autoimmune|psoriasis; 12:skin disease|granuloma annulare|psoriasis; 13:insomnia
146,36120878,2022,Establishing a National Engagement Strategy for Recruiting Asian Americans and Other Minorities into Biomedical Research,"Progress in Community Health Partnerships : Research, Education, and Action",6;17,,false,true,OD,OD,6:health disparities|minorities|underrepresented|disparities; 17:community-based participatory|recruitment
147,35662804,2022,Social Determinants of Health Data Availability for Patients with Eye Conditions,Ophthalmology Science,3;4;6;17;18,,false,true,EY;OD,DE;EY;OD;TR,3:natural language processing|EHR; 4:tobacco|stress; 6:social determinants of health|food insecurity|racial and ethnic|socioeconomic|disparities|income|Hispanic|housing; 17:recruitment|stakeholder; 18:glaucoma|macular degeneration|diabetic retinopathy|retinopathy|vision|macular|ophthalmology
148,35659155,2022,Systemic diseases associated with a diagnosis of achalasia: A case-control study with the All of Us research program,European Journal of Internal Medicine,,,false,true,AG;AT;OD;TR,AG;AI;AR;AT;CA;DA;DK;HL;MD;NR;NS;OD;TR,
151,38499963,2024,The association between neighborhood social and built environment on loneliness among young adults with cancer,Journal of Cancer Survivorship : Research and Practice,4;5;6;19,,false,true,,,4:loneliness|coping; 5:cancer survivors|cancer|survivorship; 6:neighborhood; 19:built environment|walkability|green space
152,36152694,2022,Alcohol use disorder among adults with atopic dermatitis: A case-control study in the All of Us research program,Journal of the American Academy of Dermatology,4;12,,false,true,OD,OD;TR,4:alcohol use disorder|depression|anxiety|AUD|smoking; 12:dermatitis|skin disease|atopic dermatitis|dermatology
153,34920126,2021,Membership inference attacks against synthetic health data,Journal of Biomedical Informatics,3,,false,true,OD;TR,OD;TR,3:synthetic data|machine learning
155,32004412,2020,Approach to High Volume Enrollment in Clinical Research: Experiences from an All of Us Research Program Site,Clinical and Translational Science,6;16;17,,false,true,OD,OD,6:American Indian|minorities|Latino|racial and ethnic|rural|Hispanic; 16:pharmacogenomic; 17:participant engagement|trust|community engagement|biospecimen|ethics|recruitment|stakeholder|dialogue
156,35895053,2022,Association of Everyday Discrimination With Depressive Symptoms and Suicidal Ideation During the COVID-19 Pandemic in the All of Us Research Program,JAMA Psychiatry,4;6;8,,false,true,OD,OD,4:suicidal ideation|mental health|depressive|mood disorder; 6:structural racism|racism|Latino|discrimination|Hispanic; 8:COVID-19
157,36378394,2022,Inadequate Use of Newer Treatments and Glycemic Control by Cardiovascular Risk and Sociodemographic Groups in US Adults with Diabetes in the NIH Precision Medicine Initiative All of Us Research Program,Cardiovascular Drugs and Therapy,1;3;6;14,,false,true,OD,OD;TR,1:GLP-1|stroke|SGLT2|hypertension|heart failure|type 2 diabetes|obesity|glomerular|HDL|glycemic|cholesterol|CKD|coronary|blood pressure|LDL|BMI|diabetes|kidney disease|cardiovascular disease|eGFR|CVD|cardiovascular; 3:Researcher Workbench|workbench; 6:social determinants of health|Latino|underrepresented|income|Hispanic; 14:stroke|cerebrovascular
158,36396674,2022,Investigation of hypertension and type 2 diabetes as risk factors for dementia in the All of Us cohort,Scientific Reports,1;3;4;6;11;17,,false,true,MD;OD,AG;AI;AR;HL;MD;OD;TR,1:hypertension|type 2 diabetes|T2D|blood pressure|insulin resistance|diabetes|hypertensive|cardiovascular; 3:AoU Researcher Workbench|Researcher Workbench|electronic health record|workbench|EHR|notebook; 4:smoking|stress; 6:health disparities|African American|minorities|racial and ethnic|socioeconomic|underrepresented|disparities|Black participants|minority|race and ethnicity|Hispanic; 11:Alzheimer|dementia|aging|cognitive decline|elderly|Alzheimer's; 17:informed consent|recruitment
159,36702164,2023,Linking Electronic Health Records With Wearable Technology From the All of Us Research Program,"Journal of Obstetric, Gynecologic, and Neonatal Nursing : JOGNN",7;15,,false,true,,,7:Fitbit|wearable; 15:pregnancy
160,36652671,2023,A practical approach to curate clonal hematopoiesis of indeterminate potential in human genetic data sets,Blood,1;6,,false,true,CA;DK;HL;OD;OH,AG;CA;DE;DK;HL;MD;OD;OH;RR,1:CHIP|clonal hematopoiesis; 6:Latino|Hispanic
162,36669173,2023,Migraine among adults with atopic dermatitis: a cross-sectional study in the All of Us research programme,Clinical and Experimental Dermatology,12;14,,false,true,,,12:dermatitis|atopic dermatitis; 14:migraine
163,36681081,2023,"Functional interpretation, cataloging, and analysis of 1,341 glucose-6-phosphate dehydrogenase variants",American Journal of Human Genetics,2;3;10,,false,true,CA;GM;HG;OD,CA;GM;HG;OD,2:whole-genome sequencing|WGS|genomics|genotype|genomic|ClinVar|gnomAD; 3:Researcher Workbench|workbench|OMOP|notebook; 10:ACMG|G6PD
166,36436011,2022,Association of sarcoidosis with psoriasis: a cross-sectional study in the All of Us research program,Archives of Dermatological Research,9;12,,false,true,,,9:sarcoidosis|psoriasis; 12:psoriasis
168,39567044,2024,"Associations of Self-Reported Race, Social Determinants of Health, and Polygenic Risk With Coronary Heart Disease",Journal of the American College of Cardiology,1;2;4;6,,false,true,,,1:coronary|heart disease; 2:PRS|whole-genome sequencing|polygenic risk score|polygenic; 4:loneliness; 6:social determinants of health|health literacy|SDOH|food insecurity|income|neighborhood|Hispanic
169,36928128,2023,Racial Disparities in Barriers to Care for Patients With Diabetic Retinopathy in a Nationwide Cohort,Translational Vision Science & Technology,1;3;4;6;18,,false,true,DK;EY;OD,DE;DK;EY;OD;TR,1:diabetic|glycemic|cholesterol|blood pressure|diabetes; 3:re-identification|Researcher Workbench|electronic health record|workbench; 4:smoking|stress; 6:social determinants of health|access to care|education level|equity|racial and ethnic|socioeconomic|disparities|rural|Black patients|income|neighborhood|minority|race and ethnicity|Hispanic; 18:diabetic retinopathy|retinal|retinopathy|vision|macular|ophthalmology|eye care
170,36836203,2023,Dyslipidemia Treatment and Lipid Control in US Adults with Diabetes by Sociodemographic and Cardiovascular Risk Groups in the NIH Precision Medicine Initiative All of Us Research Program,Journal of Clinical Medicine,1;3;6;14,,false,true,OD,OD;TR,1:stroke|hypertension|HDL|cholesterol|triglyceride|coronary|blood pressure|dyslipidemia|LDL|diabetes|lipid|cardiovascular disease|CVD|cardiovascular|statin; 3:Researcher Workbench|workbench|EHR; 6:minorities|Latino|racial and ethnic|underrepresented|disparities|minority|Hispanic; 14:stroke|cerebrovascular
171,29385589,2018,The research participant perspective related to the conduct of genomic cohort studies: A systematic review of the quantitative literature,Translational Behavioral Medicine,2;17,,false,true,CA,CA,2:genomic|genome-wide association|genome-wide|association studies; 17:return of results|informed consent|recruitment
172,36414097,2022,Vitiligo in underrepresented communities: An All of Us database analysis,Journal of the American Academy of Dermatology,6;12,,false,true,OD,OD;TR,6:underrepresented; 12:vitiligo
173,34969350,2021,Social determinants associated with loss of an eye in the United States using the All of Us nationwide database,"Orbit %28Amsterdam, Netherlands%29",6;18,,false,true,EY;OD,DE;EY;OD,6:African American|Latino|racial and ethnic|disparities|Hispanic; 18:glaucoma
182,36746242,2023,Associations between Socioeconomic Factors and Visit Adherence among Patients with Glaucoma in the All of Us Research Program,Ophthalmology. Glaucoma,6;18,,false,true,EY;MD;OD;TR,DE;EY;MD;OD;TR,6:disparity|socioeconomic|income; 18:glaucoma|eye care
187,37081803,2023,Association between atopic dermatitis and eosinophilic esophagitis: a cross-sectional study in the All of Us Research Program,International Journal of Dermatology,12,,false,true,DK;OD;TR,DK;OD;TR,12:dermatitis|atopic dermatitis
188,37072623,2023,"Common and rare variants associated with cardiometabolic traits across 98,622 whole-genome sequences in the All of Us research program",Journal of Human Genetics,1;2,,false,true,HL;OD,HL;OD;TR,1:atrial fibrillation|type 2 diabetes|T2D|coronary|cardiometabolic|LDL|diabetes; 2:locus|genomic|rare variant|loci
191,37200348,2023,Importance of missingness in baseline variables: A case study of the All of Us Research Program,PloS One,3;6,,false,true,HL;OD,HL;OD,3:Researcher Workbench|workbench|missing data; 6:underrepresented groups|sexual and gender minorities|gender minority|health literacy|African American|minorities|Latino|socioeconomic|underrepresented|rural|income|minority|race and ethnicity
192,37188476,2023,Protocol for developing a personalised prediction model for viral suppression among under-represented populations in the context of the COVID-19 pandemic,BMJ Open,1;3;4;6;8;15,,false,true,AI,AI;OD,1:blood pressure|diabetes; 3:AoU Researcher Workbench|Researcher Workbench|data integration|electronic health record|ICD|AUC|risk prediction|workbench|random forest|computable phenotype|missing data|F1 score|EHR|gradient boosting|machine learning|supervised learning|data linkage; 4:depression|anxiety|loneliness|well-being|substance use|mental health|smoking|psychological|stress; 6:sexual and gender minorities|gender minority|minorities|equity|racial and ethnic|socioeconomic|structural barriers|minority|discrimination; 8:antiretroviral|HIV|SARS-CoV-2|COVID-19|infection; 15:pregnancy
193,37178685,2023,Declining autozygosity over time: An exploration in over 1 million individuals from three diverse cohorts,American Journal of Human Genetics,,,false,true,DA;DC;MH;OD;TR,DA;DC;MH;OD;TR,
200,36712313,2022,Cannabis Use and CKD: Epidemiological Associations and Mendelian Randomization,Kidney Medicine,1;2;3;4;7;10;17,,false,true,DK;GM;HL;OD;TR,AG;AI;AR;DC;DK;EY;GM;HD;HL;NS;OD;TR,1:hypertension|type 2 diabetes|proteinuria|glomerular|CKD|coronary|diabetes|renal|kidney disease|eGFR|hyperlipidemia|creatinine; 2:Mendelian randomization|GWAS|genomics|SNP|genome-wide association|genome-wide|ancestry|association study|association studies; 3:EHR|SNOMED; 4:substance use|psychiatric|cannabis|smoking; 7:accelerometer; 10:Mendelian; 17:informed consent|recruitment
205,37218289,2023,De-black-boxing health AI: demonstrating reproducible machine learning computable phenotypes using the N3C-RECOVER Long COVID model in the All of Us data repository,Journal of the American Medical Informatics Association : JAMIA,3;8,,false,true,GM;HL;OD;TR,AG;AI;CA;DA;DC;DK;GM;HG;HL;NS;OD;TR,3:N3C|machine learning|RECOVER; 8:long COVID
206,37216451,2023,Higher Hospital Frailty Risk Score Is Associated With Increased Risk of Stroke: Observational and Genetic Analyses,Stroke,1;2;11;14,14.2-stroke-cerebro,false,true,AG;NS;OD;TR,AG;NS;OD;TR,1:stroke; 2:Mendelian randomization; 11:frailty|aging; 14:stroke
207,37398505,2023,Risk Factors for Multiple Sclerosis Development After Optic Neuritis Diagnosis Using a Nationwide Health Records Database,Neuro-Ophthalmology %28Aeolus Press%29,6;9;14,,false,true,,,6:minorities|socioeconomic|minority; 9:multiple sclerosis|MS|autoimmune; 14:multiple sclerosis
