record_id,pubmed_id,year,title,themes,ic_admin_original,ic_admin_reattributed,cofunding_ics_original,fractional_attribution
754,39183196,2024,Improving genetic risk modeling of dementia from real-world data in underrepresented populations,2;3;6;11,AG;HG;MH;NS;OD,AG;HG;MH;NS;OD,AG;HG;MH;NS;OD;TR,NHGRI(0.250);NLM(0.250);NIMHD(0.250);NIA(0.200);NINDS(0.050)
756,39210047,2024,Rare coding variant analysis for human diseases across biobanks and ancestries,2,HL,HL,HL;OD,NHGRI(1.000)
761,38263490,2024,Comparison of phenomic profiles in the All of Us Research Program against the US general population and the UK Biobank,2;5;9;10;11;13;14,HG;LM;OD,HG;LM;OD,LM;NS;OD;TR,NHGRI(0.214);NINDS(0.171);NCI(0.143);NHLBI(0.143);NIA(0.114);NIAID(0.071);NIAMS(0.071);NCATS(0.071)
762,38738530,2024,All of Us participant perspectives on the return of value in research,6,CA;HS;OD;TR,CA;HS;OD;TR,CA;EY;HG;HS;NR;OD;TR,NIMHD(1.000)
763,37865656,2023,Rare predicted loss of function alleles in Bassoon (BSN) are associated with obesity,1;2,DK,DK,AG;DK;OD,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
764,37885303,2023,Systematic replication of smoking disease associations using survey responses and EHR data in the All of Us Research Program,2;3;4,OD,NHGRI(0.33);NLM(0.33);NIMH(0.23);NIDA(0.07);NIAAA(0.03),OD;TR,NHGRI(0.333);NLM(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
765,37454697,2023,Association of atopic dermatitis with substance use disorders: A case-control study in the All of Us research program,4;12,,,,NIMH(0.350);NIAMS(0.350);NCI(0.150);NIDA(0.100);NIAAA(0.050)
769,38113267,2023,Uncovering associations between pre-existing conditions and COVID-19 Severity: A polygenic risk score approach across three large biobanks,1;2;8,CA;OD,CA;OD,CA;OD;TR,NHGRI(0.333);NIAID(0.333);NHLBI(0.233);NIDDK(0.100)
770,38143510,2023,"Returning personalized, genetic health test results to individuals of African descent or ancestry in precision medicine research",2;16,OD,NHGRI(0.60);NIGMS(0.30);NHLBI(0.05);NCI(0.05),OD,NHGRI(0.600);NIGMS(0.300);NHLBI(0.050);NCI(0.050)
771,38160810,2023,Cardiovascular comorbidities are associated with dermatomyositis: A cross-sectional study in the All of Us Research Program,1;9,OD;TR,OD;TR,OD;TR,NHLBI(0.350);NIAID(0.250);NIAMS(0.250);NIDDK(0.150)
772,38170607,2024,Social Determinants of Health in Idiopathic Intracranial Hypertension,1;6,EY;OD,EY;OD,EY;OD;TR,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
776,38011317,2023,Psychiatric comorbidities associated with rosacea: a propensity score-matched case-control study in the All of Us database,4;12,,,,NIMH(0.350);NIAMS(0.350);NCI(0.150);NIDA(0.100);NIAAA(0.050)
778,38049655,2023,Delays in Accessing Healthcare Across the Gender Spectrum in the All of Us Research Program,6,HL;OD,HL;OD,HL;OD;TR,NIMHD(1.000)
779,38149963,2023,"Gender Disparities in Depression, Stress, and Social Support Among Glaucoma Patients",4;6;8;18,EY;OD,EY;OD,DE;EY;OD;TR,NIMHD(0.250);NIAID(0.250);NEI(0.250);NIMH(0.175);NIDA(0.050);NIAAA(0.025)
780,38147345,2023,Cerebral Amyloid Angiopathy and Risk of Isolated Nontraumatic Subdural Hemorrhage,11;14,TR,TR,OD;TR,NINDS(0.600);NIA(0.400)
781,38204174,2024,Psoriasis associated with inflammatory bowel disease: a cross-sectional analysis in the NIH All of Us Research Program,9;12,DK;OD,DK;OD,DK;OD;TR,NIAMS(0.600);NIAID(0.250);NCI(0.150)
784,38271102,2024,Rethinking Data Collection Methods During the Pandemic: Development and Implementation of CATI for the All of Us Research Program,8,OD,NIAID(1.00),MH;OD;TR,NIAID(1.000)
790,39301656,2024,Impact of wearable device data and multi-scale entropy analysis on improving hospital readmission prediction,3;7,GM;HL;LM,GM;HL;LM,GM;HL;LM,NLM(0.500);NIBIB(0.250);NHLBI(0.100);NIDDK(0.075);NIMH(0.075)
792,39313293,2024,Multiancestry transferability of a polygenic risk score for diverticulitis,2,DK;GM;TR,DK;GM;TR,DK;GM;TR,NHGRI(1.000)
793,39338093,2024,A Comparative Analysis of Oral Health and Self-Rated Health: 'All of Us Research Program' vs. 'Health and Retirement Study',,,,,
794,39323095,2024,Comparison of methods for building polygenic scores for diverse populations,2,,,,NHGRI(1.000)
796,39313475,2024,Cost-Related Medication Behaviors for Patients With and Without Systemic Autoimmune Rheumatic Diseases,9,AR;OD,AR;OD,AR;OD;TR,NIAID(0.500);NIAMS(0.500)
797,39321407,2024,Brain Health Outcomes in Sexual and Gender Minority Groups: Results From the All of Us Research Program,1;4;6;11;14,,,,NINDS(0.240);NIMHD(0.200);NIA(0.160);NHLBI(0.140);NIMH(0.140);NIDDK(0.060);NIDA(0.040);NIAAA(0.020)
798,39315597,2024,Comparing Ancestry Standardization Approaches for a Transancestry Colorectal Cancer Polygenic Risk Score,2;5;10,HG;OD,HG;OD,HG;OD,NHGRI(0.500);NCI(0.333);NCATS(0.167)
799,39319220,2024,Temporally Multi-Scale Sparse Self-Attention for Physical Activity Data Imputation,2;3;7,CA;EB,CA;EB,EB;OD,NHGRI(0.333);NLM(0.333);NIBIB(0.167);NHLBI(0.067);NIDDK(0.050);NIMH(0.050)
801,39337513,2024,Potential Involvements of Cilia-Centrosomal Genes in Primary Congenital Glaucoma,18,,,,NEI(1.000)
802,39331176,2024,Prevalence of erythromelalgia in the United States: a cross-sectional study using the All of Us database,,,,,
804,39350286,2024,Intersectionality matters for hispanic health: A replication study using the All of Us Research Program,1;6;13,,,,NHLBI(0.567);NIMHD(0.333);NIDDK(0.100)
805,39383630,2024,Disparities in contemporary human papilloma virus vaccination uptake among adult women living in the United States: An All of Us Research Program study,5;6,,,,NCI(0.500);NIMHD(0.500)
806,40734771,2024,"The truth-default is ubiquitous, but some people experience it more than others",6,,,,NIMHD(1.000)
814,39316441,2024,Proteogenomic analysis integrated with electronic health records data reveals disease-associated variants in Black Americans,2;3;5;9;14,DK;ES;GM;HC;HG;HL;TR,DK;ES;GM;HC;HG;HL;TR,CA;DK;ES;GM;HG;HL;MH;OD;TR,NHGRI(0.200);NLM(0.200);NCI(0.200);NINDS(0.200);NIAID(0.100);NIAMS(0.100)
822,39362880,2024,"Whole-genome sequencing in 333,100 individuals reveals rare non-coding single variant and aggregate associations with height",2,CA;ES;HL,CA;ES;HL,CA;ES;HL,NHGRI(1.000)
825,39362614,2024,"Loneliness, Discrimination, Stress, and Type 2 Diabetes Risk in Young Adults",1;4;6,DK;HD,DK;HD,DK;HD;OD,NIMHD(0.333);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NIAAA(0.033)
828,39386309,2024,Onychocryptosis Is Associated with Low Income in a Matched Cohort Study Using the All of Us Database,1;6;12,,,,NIMHD(0.333);NHLBI(0.233);NIAMS(0.233);NIDDK(0.100);NCI(0.100)
829,39409914,2024,Genomic and Socioeconomic Determinants of Racial Disparities in Breast Cancer Survival: Insights from the All of Us Program,2;5;6,CA;ES;MD,CA;ES;MD,CA;ES;MD;OD,NHGRI(0.333);NCI(0.333);NIMHD(0.333)
831,39405295,2024,Improving follow-up survey completion rates through pilot interventions in the All of Us Research Program: Results from a non-randomized intervention study,17,MD,MD,OD,NIH-Wide(0.700);NHGRI(0.300)
832,39425681,2024,Bipolar disorder among individuals with atopic dermatitis: a case-control study in the All of Us Research Program,4;12,,,,NIMH(0.350);NIAMS(0.350);NCI(0.150);NIDA(0.100);NIAAA(0.050)
833,39424024,2024,Associations Between Dry Eye Disease and Mental Health Conditions in the All of Us Research Program,4;9;18,EY,EY,EY,NEI(0.333);NIMH(0.233);NIAID(0.167);NIAMS(0.167);NIDA(0.067);NIAAA(0.033)
834,39400730,2024,Racial and ethnic differences in healthcare access and utilization among U.S. adults with melanoma and keratinocyte carcinomas in the NIH All of Us Research Program,5;6;12,,,,NCI(0.433);NIMHD(0.333);NIAMS(0.233)
845,,2024,197 Atherosclerotic cardiovascular disease risk in underrepresented populations: insights from the All of Us Research Program,1;3;6;14,,,,NLM(0.250);NIMHD(0.250);NINDS(0.250);NHLBI(0.175);NIDDK(0.075)
846,39420706,2024,Genetic Analysis of Asymptomatic Antinuclear Antibody Production,2;8;9,AI,AI,AI,NIAID(0.500);NHGRI(0.333);NIAMS(0.167)
848,39400111,2024,Association between atopic dermatitis and peripheral vascular disease: a cross-sectional study in the All of Us Research Program,1;12,,,,NHLBI(0.350);NIAMS(0.350);NIDDK(0.150);NCI(0.150)
854,39415980,2024,Analysis of rare genetic variants in All of Us cohort patients with common variable immunodeficiency,8,,,,NIAID(1.000)
855,39413320,2024,Melasma Risk Factors: A Matched Cohort Study Using Data From the All of Us Research Program,12,,,,NIAMS(0.700);NCI(0.300)
856,39412882,2024,Familial Renal Glucosuria and Potential Pharmacogenetic Impact on Sodium-Glucose Cotransporter-2 Inhibitors,1;2;16,GM;TR,GM;TR,GM;TR,NHGRI(0.400);NHLBI(0.267);NIGMS(0.200);NIDDK(0.100);NCI(0.033)
859,39444500,2024,"US public health surveillance, reimagined",3,,,,NLM(1.000)
864,39052991,2024,Engagement with health research summaries via digital communication to All of Us participants,6,OD,NIMHD(1.00),OD,NIMHD(1.000)
865,39051523,2024,Racial and Ethnic Disparities in Antihypertensive Medication Prescribing Patterns and Effectiveness,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
866,39095751,2024,"Sexual orientation, gender identity and virologic failure among people with HIV: a cohort study in all of US research program",6;8,AI,AI,AI;OD,NIMHD(0.500);NIAID(0.500)
867,39093943,2024,Sounding out solutions: using SONAR to connect participants with relevant healthcare resources,17,OD,NIH-Wide(0.70);NHGRI(0.30),OD,NIH-Wide(0.700);NHGRI(0.300)
868,39074173,2024,Returning value from the All of Us Research Program to PhD-level nursing students using ChatGPT as programming support: results from a mixed-methods experimental feasibility study,3,NR,NR,NR,NLM(1.000)
872,39094953,2024,Associations between Statin Use and Glaucoma in the All of Us Research Program,1;3;18,,,,NLM(0.333);NEI(0.333);NHLBI(0.233);NIDDK(0.100)
873,39079943,2024,Factors associated with pityriasis versicolor in a large national database,1;12,OD,NHLBI(0.35);NIAMS(0.35);NIDDK(0.15);NCI(0.15),OD;TR,NHLBI(0.350);NIAMS(0.350);NIDDK(0.150);NCI(0.150)
874,41661751,2024,"The role of social determinants of health in mental health: An examination of the moderating effects of race, ethnicity, and gender on depression through the all of us research program dataset",4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
875,39112476,2024,"Genetic determinants and phenotypic consequences of blood T-cell proportions in 207,000 diverse individuals",2;15,HL;OD,HL;OD,AG;DE;HL;OD;TR,NHGRI(0.500);NICHD(0.500)
876,39111815,2024,Secure discovery of genetic relatives across large-scale and distributed genomic data sets,2;3;9,CA;HG;OD,CA;HG;OD,CA;DE;HG;OD;TR,NHGRI(0.333);NLM(0.333);NIAID(0.167);NIAMS(0.167)
877,39110336,2024,Lice in adult patients is associated with psychiatric comorbidities and unstable housing in a matched case-control study using the All of Us Database,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
880,39132911,2024,The AORTA Gene score for detection and risk stratification of ascending aortic dilation,1;2,AG;HL;OD,AG;HL;OD,AG;HL;OD;TR,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
881,39062005,2024,Clinical Genetic Testing for Hearing Loss: Implications for Genetic Counseling and Gene-Based Therapies,17;18,DC,DC,DC,NEI(0.500);NIH-Wide(0.350);NHGRI(0.150)
882,39083847,2024,"Sex-based disparities with cost-related medication adherence issues in patients with hypertension, ischemic heart disease, and heart failure",1;6,OD,NIMHD(0.50);NHLBI(0.35);NIDDK(0.15),OD;TR,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
883,39080080,2024,"Association of age, gender, race, and socioeconomic status with ratio of basal cell to squamous cell carcinoma in underrepresented groups: a cross-sectional analysis",5;6;12,,,,NCI(0.433);NIMHD(0.333);NIAMS(0.233)
885,39098982,2024,Association of Cardiovascular Disease and Chronic Spontaneous Urticaria: A Case-Control Study,1;12,,,,NHLBI(0.350);NIAMS(0.350);NIDDK(0.150);NCI(0.150)
886,39138951,2024,"Balancing efficacy and computational burden: weighted mean, multiple imputation, and inverse probability weighting methods for item non-response in reliable scales",2,MD;OD,MD;OD,EY;HG;NR;OD;TR,NHGRI(1.000)
887,39135439,2024,Empowering the biomedical research community: Innovative SAS deployment on the All of Us Researcher Workbench,3,LM;OD,LM;OD,EY;HG;LM;NR;OD,NLM(1.000)
888,39135826,2024,Racial and Ethnic Disparities Within Social Determinants of Health Amongst Patients With Systemic Lupus Erythematosus,6;9,OD,NIMHD(0.50);NIAID(0.25);NIAMS(0.25),OD;TR,NIMHD(0.500);NIAID(0.250);NIAMS(0.250)
890,39781537,2025,Real World Data Versus Probability Surveys for Estimating Health Conditions at the State Level,,,,,
891,39827279,2025,Polygenic overlap with granulocyte counts identifies novel loci for clozapine metabolism and clozapine-induced agranulocytosis,2,,,,NHGRI(1.000)
892,38038754,2023,Obsessive-compulsive disorder among patients with atopic dermatitis: a case-control study in the All of Us research program,4;12,VA,VA,,NIMH(0.350);NIAMS(0.350);NCI(0.150);NIDA(0.100);NIAAA(0.050)
893,38045036,2023,Ancestry-attenuated effects of socioeconomic deprivation on type 2 diabetes disparities in the All of Us cohort,1;2;3;6,MD,MD,MD,NHGRI(0.250);NLM(0.250);NIMHD(0.250);NHLBI(0.175);NIDDK(0.075)
894,38038739,2023,Keloids and associated comorbidities in underrepresented populations: a cross-sectional analysis of the All of Us database,6,,,,NIMHD(1.000)
896,39172282,2024,"Impact on quality of life, health care access, and health care utilization of individuals with vitiligo: an analysis of the All of Us research program",6;12,OD,NIMHD(0.50);NIAMS(0.35);NCI(0.15),OD;TR,NIMHD(0.500);NIAMS(0.350);NCI(0.150)
897,,2024,Social Determinants of Health to Predict Type 2 Diabetes,1;3;6,,,,NLM(0.333);NIMHD(0.333);NHLBI(0.233);NIDDK(0.100)
903,39172387,2024,Communicating research findings as a return of value to All of Us Research Program participants: insights from staff at Federally Qualified Health Centers,,OD,OD-unattributable,OD;TR,OD-unattributable(1.000)
904,39158908,2024,"Contextual Deprivation, Race and Ethnicity, and Income in Air Pollution and Cardiovascular Disease",1;6;14;19,ES;HL;OD,ES;HL;OD,ES;EY;HL;OD,NIMHD(0.250);NINDS(0.250);NIEHS(0.250);NHLBI(0.175);NIDDK(0.075)
907,38774345,2024,Alopecia areata and cardiovascular comorbidities: A cross-sectional analysis of the All of Us research program,1;12,,,,NHLBI(0.350);NIAMS(0.350);NIDDK(0.150);NCI(0.150)
908,39212461,2024,Higher odds of squamous cell carcinoma in sexual minority males compared with heterosexual males is mediated by HIV status in a mediation analysis of 13 687 participants,5;6;8;12,OD,NCI(0.33);NIMHD(0.25);NIAID(0.25);NIAMS(0.17),OD,NCI(0.325);NIMHD(0.250);NIAID(0.250);NIAMS(0.175)
909,39222370,2024,Socioeconomic disparities in kidney transplant access for patients with end-stage kidney disease within the All of Us Research Program,1;3;6,OD,NLM(0.33);NIMHD(0.33);NHLBI(0.23);NIDDK(0.10),OD;TR,NLM(0.333);NIMHD(0.333);NHLBI(0.233);NIDDK(0.100)
910,39219888,2024,"Medical, Environmental, and Social Determinants Associated With Periocular Cutaneous Malignancies in the United States Using the All of Us National Database",6;12,LM,LM,ES;LM,NIMHD(0.500);NIAMS(0.350);NCI(0.150)
911,39213390,2024,Landscape of racial and ethnic health disparities in the All of Us Research Program,3;6,MD,MD,MD,NLM(0.500);NIMHD(0.500)
913,39231067,2024,"Cigarette smoking, e-cigarette use, and sociodemographic correlates of mental health and tobacco-related disease risk in the All of Us Research Program",4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
916,39163132,2024,Protein-truncating variant in APOL3 increases chronic kidney disease risk in epistasis with APOL1 risk alleles,1;2,EB;HL;TR,EB;HL;TR,EB;HL;OD;TR,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
917,38508198,2024,Integrative polygenic risk score improves the prediction accuracy of complex traits and diseases,2,HG;HL;OD,HG;HL;OD,HG;HL;OD;TR,NHGRI(1.000)
918,39222019,2024,"Rare Genetic Variants in LDLR, APOB, and PCSK9 Are Associated With Aortic Stenosis",1,HL;NS;OD,HL;NS;OD,EY;HG;HL;NR;NS;OD;TR,NHLBI(0.700);NIDDK(0.300)
919,39259934,2024,Experiences in providing a community educational resource for the All of Us Researcher Workbench,3,OD,NLM(1.00),OD,NLM(1.000)
920,39254529,2024,Navigating electronic health record accuracy by examination of sex incongruent conditions,3,AI;CA;DE;GM;OD,AI;CA;DE;GM;OD,AI;CA;DE;GM;OD;TR,NLM(1.000)
921,39248157,2024,Semaglutide use in people with obesity and type 2 diabetes from real-world utilization data: An analysis of the All of US Program,1,,,,NHLBI(0.700);NIDDK(0.300)
922,39243700,2024,Hispanic individuals' cervical cancer screening disparities amidst the COVID-19 pandemic,5;6;8,,,,NCI(0.333);NIMHD(0.333);NIAID(0.333)
923,39239849,2024,Molluscum contagiosum is associated with atopic dermatitis and sexually transmitted infections in a matched case-control study using a national database,8;12,,,,NIAID(0.500);NIAMS(0.350);NCI(0.150)
928,,2024,Beyond Risk: Exploring Genetic Determinants of T2DN Resilience in the All of Us Research Program,1;2;6,,,,NHGRI(0.333);NIMHD(0.333);NHLBI(0.233);NIDDK(0.100)
930,37816410,2023,Prevalence of calcinosis cutis in the United States using the All of Us research database,,,,,
932,37823074,2023,"A national examination of discrimination, resilience, and depressive symptoms during the COVID-19 pandemic: the All of Us Research Program",4;6;8,,,,NIMHD(0.333);NIAID(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
933,37806530,2023,Comorbidities of psoriasis in underrepresented patient populations: An All of Us database analysis,6;9;12,OD,NIAMS(0.40);NIMHD(0.33);NIAID(0.17);NCI(0.10),OD;TR,NIAMS(0.400);NIMHD(0.333);NIAID(0.167);NCI(0.100)
934,38112663,2023,Infectious disease among adults with allergic contact dermatitis: a propensity score-matched case-control study,12,,,,NIAMS(0.700);NCI(0.300)
